,title,company,rating,location,salary,summary,post_date,record obtained,job_url
1553,Data Scientist - Manufacturing Technology,Northrop Grumman,4.0,"Palmdale, CA",,"The position requires strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models,…",16 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DPf8Tf_oakpB62WadId2dzQiWExtALTi0lpCM--zHBL4xiBVbb_EgRS6mZmsgnHhYerJoEfKDNyU9eAHYKRb4O7PwvsthC8__YpG53bTaBgzri9dSOOibgxyadsH9SmXzVneWwA_RzZQEJeMCLnynm9CMA3BM64537dtosOJw_TfBL5yVfuPx7xnSdLMUypWmgu9LREPMD_Cw1vTTT_aJBQF7hWnIW-24IX4IENLXYQHYFIZ7Y3tJ5DRoQw8Qlf0Li78lceG_eGGhgyRFEHaa2h3m9pDiAMJMQtALhcM6A5hCSQAa0IZ0Xgsb5CXEOQNspOfqtKfaa74KUJYh9vQLP7Vbcx6WU-oF-1pnHf6Rdz4hy_k5nWImoAtAKPphTISEuNxhL-63s2AoTerblJZQcRp6e5nwxn7WwHwrzdU4aGN9XRl38sTwYT0vlNu1BVcQRTgUQhuyYRBV4F5SDCgHfR6MyIvdy9UWvWXHcjzpCjzM2DZ_oYDqMgC02xA2YWpaNcuEc38W9xVmSFcDmxRXqBh-7_AWiVK-gT2FlnMFduGAWXIM7m6iZFyekcQQqiPWIxTK2KrXpZTJ8NaahSVcD1c1pVv1dSBPh1pu5ZV2mEqF88lPf0GhPQW0b3339sFw=&p=16&fvj=0&vjs=3
1554,"Data Scientist, Consultant",Guidehouse,3.4,"Atlanta, GA",,"This high performing team works with clients to implement the full spectrum of data analytics and data science, from data querying and data wrangling, to data…",1 day ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DOpfXD7aCvxSiR73RUZjyy6OuclKM9Xpb799vH3iY_yLKGpcQzZ_O8r9q-m4QGBZILJsMcrCnsXks4l-jv1pW0P06j-xkM-s2IyZrLKdDCzCs6F6cetm5DO8WxrdmO0jB25SXi9Z0USpIf38jzrmv0TnkdtSPaONTRkCw76ouUzls4ADOaKKy9XPddw9BWbCTgPKYCu_vZ3u3pMvfXueQLuk-FTJ7UBe8FcaSe0AeFQmXMzQ76K6XwxpuRxKZpnzC5G7q3MRjpEyjw0Bx9xaIco98CVLUCGKXBXAhOE0Vbo9U8N1diL5HGCIK8aB-Piu3afU9foMzfJUUXkrbYofMqUsH2pm2gsom5FvK_QB-ZRjY2plwB9_Wt4RDovxjxYh4vLN9Hw8xmIQ==&p=17&fvj=0&vjs=3
1555,"Sr Data Scientist, Zoro",Zoro Tools,3.8,"Chicago, IL",,"Collaborate with other data scientists to develop and implement algorithms, write code, evaluate relevant academic research, and deliver outputs.",3 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AoJL33NvLRwGwjczwiM9kIlSXYA_j3Dq0kOxZnQivRoJ5lvoRLglMJpBVooTPcTNSA9IOIKrpvwKUVFajL_MMYvxAd6fQl4iH1r-KQhQEQifgbUFf_3vKfBHDnAHQzWgLQYA4yGsIAiKMKp7fPYreC1ofbmvI4AJyoUp4tCgwis9STjFsI3AVyL0wpcvPHecibfDoUVOAjpCBioduG34y7aq094vV9PFKYcGh_TcUVh--p5ry0d_16e13FKokG5NisVP-5xe8uixZJzQwZ4dCbbEn5KUTeYvYPSFybhtbjnuJzs4nMLit9QyLgCaLsMBtYIpX9SM7G1Jo24qRSd-eCMxSAecZr9Xc_WLvEW4wTjJAYlzwaifw9ZDtCIvly5pmJqGbzehkIKvhqiJI_GYgXvYEorqyGTUSjmITNcgAVNxqx-5spYMM3SHmtbYgwa4Io_WoNvLy7Sqn20lUIbO5sC0sKRku7cLarYDElk5QZNPYsSeNi7erEgnm4JlKiIZTB2sgDUcqg_ToDBk35JYpTy5pam5RWNuKD58EcFOBJ_wGZniDIj0diK2u9-MnLV5dFdjlxa_TFHz9ATM78ybzE9P-HQcWKk5l28tVtDOjZSfUKXNLOE7_r4vA6bf43wxcLtvE9jq7B8vrxvLi3WYfB&p=18&fvj=0&vjs=3
1556,Data Scientist,Peterson Technology Partners,4.0,"Milwaukee, WI",$45 - $75 an hour,"Skilled data scientist with machine learning, image analysis, statistical analysis experience.
Machine Learning: 3 years (Required).",10 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AgtsfPTMZ7iDcp1X4T-0K4CYWuscf9rvuaH0n-fMkMyKnr7WxHRcz12wTe7OJE2CNkGD_Zbt1v7NuV4PiynL_HBCfpjsYtUm__LNxiL6j00COIMJtZM0_7ZyAPccQINce0U-MpG9gf4xDww8Do2cWIME6ZpYvTZ_dHiLzvOra4M9usmN1vQXTwu5GLEeWF0b2XPHJZb4FKbwnzToJGDhM4gNi5szx4E41vfoHew5Oine5-zUkM-2M4soiuKzgPvIoBEzs9EBvBEDJfjzeEZZrnanAtWWlbujQVmOAFGRDH49MuXT0X1Nhq-T4pvcVR4T1wXvxNcKxuH4kQp0NkmMcdb0mwSZ_l3PwjBns7Q6SyO3v0dcNi1IYaUKs0XT4IW-32bSoUN1i9D6nZP9bYudaGldUlw-1Vhnlo6Sjw-Nr2Pval8-hjQQP9rTTjljEgtqx1PLC5b-DcDLa6YscHkms4&p=0&fvj=1&vjs=3
1557,Bioinformatics Data Scientist Coop,MIT Lincoln Laboratory,4.2,"Lexington, MA",,Selected candidate will be subject to a pre-employment background investigation and must be able to obtain and maintain a Secret level DoD security clearance.,9 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=d42eb3281b37b7ea&fccid=a015205ad138ca75&vjs=3
1558,Lead Data Scientist,Chime,,"San Francisco, CA",,"You'll contribute to Chime's growing machine learning automation/decision making efforts, which include building and deploying production ML models (data…",13 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=7c11b2cc3adfbfc4&fccid=0bb3d80f2a8cb633&vjs=3
1559,Statistician (Data Scientist),US Department of Agriculture,4.1,"Seattle, WA","$52,905 - $83,210 a year","Experience creating and presenting professional documents, such as Tableau dashboards, PowerPoint presentations, Excel spreadsheets, and white papers, and other…",9 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=7d76d6a4ce6fe5e5&fccid=2ca3f41384485c35&vjs=3
1560,Senior Data & Applied Scientist,Microsoft,4.2,"Redmond, WA",,"As a data scientist on our team, you will partner with our researchers, engineers, and other data scientists to design, build, and deploy state-of-the-art…",21 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=95aa82a36fb945a8&fccid=734cb5a01ee60f80&vjs=3
1561,Data Scientist,Stratford Animal Health,,"Odessa, FL","$55,000 a year","Consolidation of sales data from multiple platforms.
Conduct competitive research and analyze benchmarking data.
Analyze sales funnels and customer intent.",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=b3fd14ca9ce1d46e&fccid=47e12f82c0c135d4&vjs=3
1562,Data Scientist (Local Applicants Only),Alleviate Servicing,4.0,"Irvine, CA","$80,000 a year","Flexible health plans ensure you are covered.
We want to see a passion for machine-learning and research.
On-Site Micro Market alongside cold brew coffee kegs…",30+ days ago,2020-10-29,https://www.indeed.com/company/Alleviate-Partners/jobs/Data-Scientist-08f13a0b53d11cf9?fccid=e489457be55c033b&vjs=3
1563,"Data Scientist, Player Health and Innovation",National Football League,4.5,"New York, NY",,"Proficient in using data visualization tools (e.g., Qlik, PowerBI) to present data in clear, concise formats.
Produce compelling, illustrative and user-friendly…",24 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=9acdea3dfc0e94a5&fccid=85ac7fb3b19d15f1&vjs=3
1564,Military Data Scientist,Booz Allen Hamilton,3.9,"Fort Bragg, NC",,"You’ll mentor teammates, develop algorithms, write scripts, build predictive analytics, use automation, apply machine learning, and use the right combination of…",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=65bf330b84a08a09&fccid=4e041af1d0af1bc8&vjs=3
1565,Data Science Intern,Empower Retirement,3.1,"Overland Park, KS",,"Would you like to utilize your data science, economics, or mathematics degree to create experiments with marketing campaigns and building predictive models with…",6 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=bc7fc2c4755fb7cb&fccid=796b5a2c2fc5984d&vjs=3
1566,Data Scientist OR Senior Data Scientist,Foursquare,4.3,"New York, NY",,"4+ years of work or educational experience in data science, machine learning, applied statistics, and/or applied mathematics.",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=a368466799d2ee89&fccid=f65aedcd2de292bf&vjs=3
1567,Data Scientist II (Remote Work Location Available),USAA,3.9,"La Coste, TX",,"Applies predictive analytics, machine learning, simulation, and optimization techniques to generate management insights and enable customer-facing applications;…",1 day ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CdTBpsLrhs4IwmIsoO0brdHaF9POTtXIeJjdlamKYQ_HWXH6wnIvGc9N6SpluTK3Mbwh9ysI2SwuIRPve8PKUKxsCcvqHEzo_NR9OcLdq3EhzDw1jKpSWW768mEAIeSI9q1RFdJW6QSq-AT_DzBmx-lT4ipE2q0Ujyvc5H6uc8020Lm8x5Si-mUePrCCh8ZSGPD0FsCWR3sGd7vRDVeb18rR_CRH8iioFDHtGV1WFatFPVZX3jLZKPoaoXelQ5zfQw6MAt6YW59nK_GRiiikV-u-KCcM9glNiig3QvplPsq2h73zATfwiD_uvb9uCt5_Tc278OpAsgQSqeVYUReXjRvqez_Jx9bVZPxNVRTZCDIjSowF2lxF0Vpa90SWc1D0mt8CT2ibafXg==&p=11&fvj=0&vjs=3
1568,Junior Data Scientist,ICF,3.5,"Washington, DC",,"Our staff provides deep technical and business support for data acquisition, data analysis/data science, and interactive data visualizations.",Today,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AN5ht3a5h_wUL6zibLUkRkQUx7BdYCqUomJc1xdJyFfoMKC6ynqA6srVvn2bw_SoXZkO9fE7SX53QqmJu56x4UFd1C4RwXe0iRwFPEYpRAcZDcQbcXrko1S2643PZJxMGyEcmw3WwMaGU544cX6W3NEbMwuMV98pP1O5fYp3H7c5-fHOVN4p9TmHRNb7pIKqhomJ3lOzgTlItLhQbFntJV2H__B1ysv_YgHK8Q7G9CTg0p-3IDD7gJqsJvmPCvrOeZjx-7jncFF5ITVnhF8orOtF-hFVYfoesWzOQzs0KkuJmlhQReCZR3hqHP1hWZhtkkjs6w61DCVBIJJFhIulsL-OzPfe56dg9ahsJaSTbt0WFceWHqqKHnyJAJVzIgIx7sXe9yopbyzvLJO2o3WOnHafB_28_rv7o-bFJMmW6RQIYfsbefP2cQ3vMk96lYTEhKO79UrNevHkzdGdHUKVCja60lLwfJQ3r3G4_ER93iqSxb2DjCa2Hzv4sBHyXbgGRVoCpmhflb_Mk9SzBQNkxPawvycVo_r53EKeT4KMv1fkR1unfCMc1hD_LksOSzITpuc6-w-QiU_g==&p=12&fvj=0&vjs=3
1569,"Data Scientist II/III, Drug Safety",Boehringer Ingelheim,4.1,"Ridgefield, CT",,The Data Scientist II/III will research into innovative scientific approaches to enhancing understanding of therapeutic target safety liabilities and proposing…,17 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cmg9-YbHEj7Jv3ucthsVetHSgSspxBgha81MdXm0MxRHKGNAuz-66vMqazMs1Ss-SavHC20puwuAn7n5kQTajiBQXqx6tM4-Em0KgnZTb-Hb3XGs3IkSdnfv9l6UywLCrHX4bL6uT7SMqtAWijhK4JUd1X3xyS5SQbPcnTYK_bxVJtq7CVqxQyTWk22YRU1nnwmAQnY2yx5M8aQhANLi2JNUYKEeyhlrZWOU9_yFyQZ_MlMqf5D7CEZfeb6P7KcQmBxftugoTA0ewL0ot7c0it_oe-rMzjl8ZWwbGd0MrhXo1gj2RG9mrw9pzzTbBu319SPNGGZO8VSi5oBkNo9tQ_jjfu9NyalDIGWx8LPL-6SL3OIoW8NFrVSRjna_R0eyEZRGmhetnUCbRQ5bXdaSSnEiXBqcQPtgAWsNsay2-RQGbrTD5avVUWyKIsD2_jNzGSyoK_pLPrWAslhBFy8lqoD9F3qV9J3m_4JaXohOzO98ngcV_5Te5GwOwK1Lkv2lq8jqIV8JvcT8I2Bvxsws-vej-LGFPxbEWu6bocfadT23sG9fZD4L42gt9_b3RE7OKwDSYMDsxYR_n1Yx9IodKOyadRM5GkcNQ=&p=13&fvj=0&vjs=3
1570,AI Data Specialist,Percept.AI,,"Sunnyvale, CA","$50,000 a year","Demonstrated experience with data labeling and data quality efforts.
You will need to communicate with our clients to understand their use case, translate it to…",9 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AKOuTmIjth43-qg2FdyVW3ZAtS-Z-rOGU4ZcG0lhhNJFZhHEFhcVAley52WI_xLnaFuaX3irSTgpUtiw0Y-bCl7xsGPOgGbBe4UhJYQjOIF6JwEMTazG0LL-ZRCeyWOA0mdKHjMzvFktmiR_5RD_w3FH3FrsgIm2uXFLtaCC7V_j0wq92hDCOrIvOn-od76f27gO-L5iWdFDIPiLuW7Q1k0VXJLMI_4G6wWJpqlMsrTa1VRjDggF2OpucZgTs5uFkgQD0JRS1IWnQryH4Yrk3NKSewGDd9-2vYMCA48r5lngk2VcF3kN9FLqwSEitVBsqZSUbhk5t1Uhd9scU9MIEBsCqKKFvxpCZQI8T_R6KbceUeoXUnJJEKF5Nnx6a01tFAjP5vuLC-EF7wfcn3gbNDwMzopEaXTnYa796Ou6t2Dg==&p=14&fvj=0&vjs=3
1571,Machine Learning Scientists/Engineers,"NovoDynamics, Inc.",,"Ann Arbor, MI","$90,000 - $170,000 a year","Verifying data quality and/or ensuring it via data cleaning.
Experience with data noise removal, data augmentation, dataset truthing and construction.",21 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A1TtOnVIPcorv63W3stubJPI6TRMmcD78DoaOJJ3nx4dGHCkksWdzJdv7qwUA7SvRrazRi92PgpWwwOwDkwJivl-tyXfJn9OIMJvTreeOqxCYC3NUOGA_b2HVvB7VYHSaammabeRr6vPxbcVaI6wmqnZV95UtCnA6f2DjB2vf0uAzRsdJqJ_hyB67yq821_FUPEKLTfHuftsZOblZ-Kce1fbkogTmP4tGs5HZVQQybFgPRtMiYH7hfc84_FqeaAX2e6J2iA21PoTZWaKPQYqoIKjD-pTnqk_i98iyN_9Tuo4XDi3LMqGcQuRtxBxEzkukOICsp51a2V4g_zAw3s5vnZLi1-mHZ7SdumNGZyppUOPHqiQi4UPN6NO3mdMnJhDF3yHDWD7wJrEQoZBGR2VN6I3KGmcJD_ZzTOtCZ0b-4OweivLgkHuxXT3U26Bf8GAE_9kozFmHtWXIRk6NJX1VkOXOS4IPh6hglvUWko2L5zQ==&p=15&fvj=1&vjs=3
1572,Data Scientist - Remote,SemanticBits LLC,4.2,Remote,,"Strong grasp of statistics, programming, and modeling techniques (machine learning, classification, cluster analysis, data mining, databases, and visualization)…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BxmNod1rWr7hmeuQGmVuAIvmx_E0Ms9JF_1bsaXh8lwuk0DrdrZQT7RU4SGxsGXg2xtnyqe0O5mRabUxE0Tn2GLLslpcsWcDTBd9fmFgvXYW8f349KL2HCHg0XphVrtlFuT7zB8CCv819MWWoLwgPfDP16O-Xbco2CuW4y7ucMCDFsMT5nVoyOLJbacgwSQ-om6JQU6smRxD8VXhSPSs4xshCihuQzsQVmvpg3xws7ITTR89-Le5mmMI1rx3mIB82lwKOa7uKMuShDU6KVsLFORYvj8aCsLWIRmqm1ZSDXgxrtwq8-zr6wn9FN94PBxAYLX3ZhZSIgFb0O-xj6DgM6aKW9qt_926hV_VDvslJ9-eJUk-en0zfWYAipbmIVpQXcSt791EGyHM8KER8nf5iKmbjteOMcKyKff7E37rG7UfKo5PlNNXV6TsbpvY9UWg_aDt9vn_DKiennL5fFUBAjtGnBXf0kREItpHdD7uBZmgEfWYIOFZHn0fyORYyvL5dnZJ6ZjFxtGk8rDWq7NQa9uCfzuBZcTvJj6COIAcuVKDKSR2gKvxHtyL5z9fJacvawwwGRs3h3hR8nklbY8xUX&p=0&fvj=0&vjs=3
1573,Data Scientist,Waymo,3.1,"Mountain View, CA",,"Collaborate with engineers and other data scientists to evaluate and improve core.
Experience with tools for manipulating big data.",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=71df23fc5db24a5a&fccid=73ceef0a2153d2b8&vjs=3
1574,"Junior Data Engineer, Machine Learning Infrastructure & Analytics",Institutional Shareholder Services,3.3,"Palo Alto, CA",,"Bring fresh ideas from areas like information retrieval, data pipelines, data storage, visualization, artificial intelligence, and natural language processing.",13 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=90a2ccdea89ee53f&fccid=c15e58c229888ed7&vjs=3
1575,Data Scientist,CVS Health,3.3,"New York, NY",,"You will be part of a fast-paced, innovative, collaborative team, helping solve problems, drive impact, and deliver key insights to our customers by leveraging…",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=77fe8b981787e559&fccid=be3b11aa573faee7&vjs=3
1576,Senior Data Scientist,Calypso Way,,"Houston, TX","$97,332 - $226,041 a year","Ability to develop experimental and analytic plans for data modeling processes, use of strong baselines, ability to accurately determine cause and effect…",15 days ago,2020-10-29,https://www.indeed.com/company/Calypso-Way/jobs/Senior-Data-Scientist-73ea1f5293207ade?fccid=fc22f3e3e1931727&vjs=3
1577,Data Scientist,National Geospatial-Intelligence Agency,4.1,"Arnold, MO","$64,948 - $133,465 a year","Other duties may include: \* Develop and apply quantitative and qualitative analytic methods to identify, collect, process, and analyze large data sets for…",15 days ago,2020-10-29,https://www.indeed.com/company/National-Geospatial--Intelligence-Agency/jobs/Data-Scientist-2eccf0e249d0dae1?fccid=5328ab5d4655b9b1&vjs=3
1578,Data Scientist and Analytics Associate Sr,"JPMorgan Chase Bank, N.A.",3.9,"Wilmington, DE",,"Experience in practical data processing working with large scale datasets and Big Data environment, data mining, text curation and information retrieval tasks;",2 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=0af8a94c2efd1af2&fccid=aaf3b433897ea465&vjs=3
1579,Principle Data Scientist,Microsoft,4.2,"Bellevue, WA",,"5+ years of professional experience in applications of machine learning, data science and analysis.
You will enjoy and be successful in this role if you are…",14 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=a089df26ce966b04&fccid=734cb5a01ee60f80&vjs=3
1580,Sr Data Analyst,"DRB Systems, LLC",3.0,"Meridian, ID",,"Pull and manage SQL data.
If you say yes, you might be part of the next generation of data scientists we’re looking for!
3-5 years in data management.",16 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=f57d9bb0f96fdb4f&fccid=8300c55af0773293&vjs=3
1581,"Data Scientist, Food and Drug Administration",Dexis Consulting Group,3.5,"Washington, DC",,"You will be a part of a Scrum team of developers that includes other data scientists, machine learning engineers, and full stack and data visualization…",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=01663119db4bb3d9&fccid=be07135e4f990f21&vjs=3
1582,Applied Scientist,Amazon.com Services LLC,3.6,"Cambridge, MA",,"We are looking for Applied Scientists that have interest and history of researching and inventing new machine learning modeling and model training approaches,…",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=f89cf0fe9970b1aa&fccid=fe2d21eef233e94a&vjs=3
1583,Data Scientist,Vaco,3.7,"Nashville, TN","$130,000 a year",The role will work with other Data Scientists and Analysts to create predictive and regression models.,15 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D_sybMACCpf9B-677oK5j6rPldVB6BlrVvFjO_o-GJZbzuF-qh4PxErFUqfUsv_6vuF9mJcDFzyB4chVe5GK_l9f7WKwVdB9xa6ccd-mZpbhf1s3vxyBaZyixrHYH7JohD2IXIVHQczmGosxyUhCiel9-LU-Ho9zQkhSQ_GtXdBCxAo0aGJlnPrpedw1S2IdgcT4XDsWKUaQEpZ42fXa2GUErEYBvsYyq2nLFXuz_gfhNpkHzQ3vKap6M1Bni_aow_PjR0dDhHVAsGK4f1dfVnv3UTKwVfszRT1qOX7hnd7KVgA2BBaqJhhPr-jwRYhFLnJLwsHG9Ja309majjOCWdBTFo2Ct_SBIJkgaN7VjIBYOHjpt9HUBqrp2yWqiwJmxLxnwQhxAixErxukJAw_S9OK2XHw-KMN7zJh1l4yXHNWKvOHkM9QqJJ5Y44G1fvEzUL7vpVjl1ATbZMEiwuhH8gS-L1rMy9Qu3E1PO5bsIGZ4Ogz5FHHt29Bz6Pu2DNio=&p=11&fvj=0&vjs=3
1584,Data Scientist II (Remote Work Location Available),USAA,3.9,"La Coste, TX",,"Applies predictive analytics, machine learning, simulation, and optimization techniques to generate management insights and enable customer-facing applications;…",1 day ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CdTBpsLrhs4IwmIsoO0brdHaF9POTtXIeJjdlamKYQ_HWXH6wnIvGc9N6SpluTK3Mbwh9ysI2SwuIRPve8PKUKxsCcvqHEzo_NR9OcLdq3EhzDw1jKpSWW768mEAIeSI9q1RFdJW6QSq-AT_DzBmx-lT4ipE2q0UgCv3LNihslly2i5jdWllILY0NtCewL33cN4VRN_Pgmsx8OrLhriRpgyOzgx7y_-aNv4Iu1IMkHBqQwWCONUDqKf7WBndbY8y1Dc7YALfKBw-5Lun04wJ8UzmHrhaWXpolgIXDhgMCS-4JeI4CAgMA--CmZVGUma07LO35Tv4YltGblZZU7BCwR-Veg1ypIREI8Je7KOTfkflBU6OWQuWqYqvTCXXZtsBOpMTbN5tPPdA==&p=12&fvj=0&vjs=3
1585,Data Scientist,Horizon Health,3.2,"Lewisville, TX",,"Uses descriptive, inferential, prescriptive, and predictive statistical/data science techniques to analyze behavioral health outcomes and clinical data in…",23 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B70tG5J9F_p6339PMOY8QlFtcwwwI2VpystrlvXRVKwq6wGD8W2iNzDRBHa8U3wVZew54n1TiLUkOuErQScOr_OQnUsam7FIMUEr6DVBjL36gn5WhO2zkZ8iA18WFCKWcTyYpdXPKzy0g70X3o9uKdzyUl70VZd873YtcuOM3uwBlv-KhLsOfEoP6UPwzYMYTzz5A7cSqNLMfhHiATdhLODPj-6KLWGF2Qsioa6S1OPVNso3ZKQkTfwIZia4jOYq6OpjsCJnRl5Pl4dJZyKI-_ic0OwHHO8zdVlPHQTa1ZosLZ94rTSiegbx-C8Iy4ZxiVtdD4KFfdqTy6Fu9jfK7l-ArrWZXZQoIPx0xcm1D9Cl4oAXkRD8_gB-de_JHl6tgrBrsyChLItAleiCnxCrmORMBYXvOH6WNi-0vG0fg-KqGn0wSgBQ7b3YiN5epAM1DAoPG9KtV9wg==&p=13&fvj=1&vjs=3
1586,Junior Data Scientist,ICF,3.5,"Washington, DC",,"Our staff provides deep technical and business support for data acquisition, data analysis/data science, and interactive data visualizations.",Today,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AN5ht3a5h_wUL6zibLUkRkQUx7BdYCqUomJc1xdJyFfoMKC6ynqA6srVvn2bw_SoXZkO9fE7SX53QqmJu56x4UFd1C4RwXe0iRwFPEYpRAcZDcQbcXrko1S2643PZJxMGyEcmw3WwMaGU544cX6W3NEbMwuMV98pPpwjKiOBpyN08lEi6uo7YTjVTBlqEGu7nYh51Ny0fjPs-lnzgOkw3ldyAIvOWA6lAY9PNmvXBhBMjYkqAFbLHQgdDRRXEYVGCLPIDLJI4w_QycbI7FJLaKngpnbaxL3SuOfbt2Nz0-a4sZ8Rm0GNO84xoTruCk5SvpXehBMWko9uCa99HYHv6qGcxN3cWtRcGFwlaiX5vrjPOGLRAl4THc-14xCnjWLLf3pdTCp6qPraRtN_xAkU_dN3gftSEeWa90N4xViii52vcpnM47PA4dABPZoZA_8JQ7qfFN67gaso14tQOq2kxcK4rAdTcBQMfqWuNZ2o6xekP5AaegBZJtXdhUNorv7wTj5EJtteF-KXpTsJh-iJZJq39YiJ63Kk0zQ4dfkVgMaA7SuTimz8dT_dDQLuHA6oCJexGWOYQ6GQ==&p=14&fvj=0&vjs=3
1587,Data Scientist Associate Part time,Envision LLC,,"Whippany, NJ",,"Previous experience working with cloud-based data and analytics platforms, standard business intelligence dashboards, and data enrichment techniques.",Today,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A13XXEAKoVsy1UjAxA2tJa37vkRdGHJdX4gYp8IY3tTpc57ra18Z9sYJ3trAbN1b2NknDfD1n4wu2_g5EX7Fq6ge6ifrBpkM6vNYXiwKXfitLlpzrwaan-RBG5HdWjJ68uIY74LUQQXq6TdfrwAp4pJwQ4Bz0mvvu1rcYQoyFUuqERL6B_LMTYLqoajIU8lowzXvfDNIgeBwm7-s_Ht7gItaX3pvZ_LxMlmuuLW3H7GeyPCjFUhK-nSqV8uGzom059qH6Uo5Mk0yemT_OgVNxANWRuW8CTgE8dQ0L_kJGIv4kInNEtQ0njYLfVMJP8Xv6omW7ZvnycXXFBXxWVGMXvrygnKpmnHtCJvIe6Je_muQ2frpV4g5wUjgjRmScPGX_UidLk0nNdKyPJ6i5ZixxBlQpKk2DwybBuQTTN1ZW_NXfUlYUYaL9KVHpB5c-rrVhhARgiBJOx2EIvs1x-qhgb&p=15&fvj=0&vjs=3
1588,"Data Scientist, Medical Diagnostics",Specific Diagnostics,,"Mountain View, CA",,"The development of data-driven visualization tools for the explorative analysis of high-dimensional data.
Used for bloodstream infection Specific’s solution…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ASXGwdLWjBNYivRaShgyLT0X0BdS_EVSQWni2gtHz1pazciS9pJg_LVuqiSysEs-TMIwFFOo7W9bIb5VzrANtYopVIA4KVaF9yg6fI6EvZwtW2vAGjQWCOF3vWYBeKjokeHeoKgHupsPPJigSH8DaOChlEr7xUj3CXaKRa_EOHrHTSlwqe2b3GBIZND14cTNIq1UXZIVnxMk5EGMxxrTEAvurtdxGaZg3PFCmIB3Dxi7poCJLJRbkZdYIOMBr1DZXOe8vG6mEXf-ti1xjBq07UWSqpC_9ZAYcjYOWu1RGm8V8ovZsSaeCjBZcP-wZBvWw-aAwQnf0IUPnkzDUG_uJqdXM6vgT6Am7rLxrAEt5lcxaap4X8BgiTTuLX-XhEeMW8aOnd3qPi0ts5JWFNSezSc3RnYqUrF3vhMMIf5_FoEGdMfFt8XZijzCTbl7JtqWecrK9LLCB-ZvH7xSiQUncT3T9ln5Jd6AN164UsND5Pbg==&p=0&fvj=1&vjs=3
1589,Senior Data Scientist,Deloitte,4.0,"Lake Mary, FL",,"Perform multiple forms of advanced analyses, sustainment, optimization, text analytics, machine learning, parametric and non-parametric statistical models and…",1 day ago,2020-10-29,https://www.indeed.com/rc/clk?jk=0ea37e72c04d1b44&fccid=9e215d88a6b33622&vjs=3
1590,Data Scientist - Campus Network,IBM,3.9,"Research Triangle Park, NC",,"Leverage machine learning, AI and custom scripting to digest and interpret the data to provide meaningful insights and convey through insights via Health…",Today,2020-10-29,https://www.indeed.com/rc/clk?jk=2eb96f9973ddc7b7&fccid=de71a49b535e21cb&vjs=3
1591,Data Scientist,IOMAXIS,3.7,"Fort Belvoir, VA","$100,000 - $120,000 a year","Skilled at ""wrangling"" various data sets to improve data quality and algorithm performance.
Support the needs of both the Augmented Reality (AR) and Artificial…",30+ days ago,2020-10-29,https://www.indeed.com/company/Iomaxis/jobs/Data-Scientist-fc7338cea2222ef5?fccid=bd916138c6247c6b&vjs=3
