title,company,rating,location,salary,summary,post_date,record obtained,job_url,State,City
Software Bio-Mathematician I/II - R&D Support,"BioFire Diagnostics, LLC.",3.5,"Salt Lake City, UT",,The candidate will be responsible for performing complex mathematical and/or statistical analysis and modeling for projects to support BioFire Diagnostics’…,30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dw6GaUeCDdXqB0UazlhVwDHmj5R7jGQDoHp7lyV3BblIqV0RrZv1TwBeRjPqcXVrcDDn8U93hd4P6pFZCuG3005atExGir2cKp40EiX6aPLSvo8YaXcHhvynhg9D_8Q3TBWg5SXQFJM6qGut-iDJ-oBZDDeuoQq_xZqFuRd5Osf2_ds0SQWGjv6A_l00uQPg1C2DJk_IolDkjdriom--RPXGPWOENb3RNZphU3OoQ1Qlovl0Xqd6P5yKd50NYN1kZ4R3HhO3bVCkGIexYbPH0Uy3k0WzxOsLXp8pV2S-F1b68Mzhi3A1dvioJyV8rTssbNx0mG3uBHNbKq8t5GW2_CL06fK7lA-_PWAu-ZwXqxu33CRDIrtsB2DBJhjH4yJVyWp5Mt_4y5BDh51s-Zpgm55GC6i0E7B8q4am7xkZgoJcXfGvgVMeniKsy8vVadPPfBcJnqhJonp1dpTATD74geTptAUbJOcFCx-W1BUMt0Ps-LhryVAkWNKDBdtFjm5WtQlVTAJnkchB86yRo9ioYp4J6Wc6yHXgd883CsW7xFRA==&p=11&fvj=0&vjs=3,UT,Salt Lake City
"Research Scientist, Bioinformatics",Kite Pharma,3.8,"Santa Monica, CA",,"Hands-on experience with the bioinformatics analysis of single-cell, flow cytometry, mass spectrometry, and mass cytometry data analysis is required.",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CKn2asMFt2ssUbZx28JoI1Uu-b2-qdkKONqPCPCy3GTPZSnLSKve2AqItHZiMTx0PnLBBh5HV-V9_v0e2NROkl7iwffsWTIlxg7eDK4eKsAbpGrYfQZfIYdCLjIN0r8CECWuIfxi0vet71uKaP9rFMC0-mFuSve43uA7FFACUGZ-TJBr4kk5gHwQstNgBGchPqlswLsDrbqO6dFx4RhUDGuOJbB1xV0BbZtk1Bt8qQNo5MjEvGX46hJw-InnjMG5r8wIRxREioocR9GPutpYcffE7SFdhonvPhEo9h315fH6CAnCgbx85wGOByMhOT_RYCpbmT8U0rE2UfYykOC8NuyAU1EW2fOeeWvMZnz_NtOpQP5wy7LcgDB-zC8_kNJDQ2a1UUeS1ZLW9NK-_SVVRYNHxkX93RNKVyF6vLKYnDwdSGfSxsE6FbXv5LOs94MSqCwZX5LxPJoO2maBS4u7BKTmsMKRi_NW9MqWTQlXCGoSXjmGSn0CO3TDbad3nSy6Tb2MgBysIX2BLmydzXTLsXEn60icULFNKQX_91azCPCc46P_eFwi8nqSpHe8U8jC2SMF9V3u1vfCGYLTG86is5n0e-9uE-HkVdpK4SP91Yozh2xyqSdEndnmSlR3103UmtaSZjO8m2qg==&p=12&fvj=0&vjs=3,CA,Santa Monica
Computational Biologist / Bioinformatics Data Scientist,Novartis,4.1,"Cambridge, MA",,"Familiarity with biological profiling technologies and the analysis tools to support them.
In this role you will work at the cutting edge of science to tackle…",8 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Alc63mq7XbG_XJWtX8RBizZIwo5v3DdAY7_u3VbNSkJ_xP7YBlPnYI-Kphl7S8MIhlog1XiH5cK2xrJQTPHiNfolQ_ARFb-Vae4hrYEXjD87cGlJaqlqa7cGqWQ6mzO6GxdXpe2Xz6YDfD_zJXZxEFKnBecDeCYtTr-E6Ua2_4w-5i1nBU_gzsiRCyoe_y2an6O299mjAYgMRuQqfavt0hucKIiYKAJMxV5eJgVYaN63wP0lHVZuEwzim0oITXRDSGnp0zMMLCYVX5ybinfRt-EHvE8qnMwF7ega_QC9UUT6L8PKLRzx1XtaevhctRxXvkGTiquwq6UWDRVBvxzXQYOftglRdj7Gmgf_uOr-eg1sV3eHu5XuXAzgn6QJ4SV7_iagcf-bgdKKP5q6rlybrCJzZnXb8c-Lo=&p=13&fvj=0&vjs=3,MA,Cambridge
Scientist,Areté,4.0,"Northridge, CA",,"Qualified candidate will have a BS, MS, or PhD degree program in the physical science, mathematics, computer science, or engineering.",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cw76nUHSNM5Er8L7TUT-gKPuAdKuTMkGcjrg5-V625nXQ-1c9Cz7nfXE4ULGdal04C1hxExQeODvzLbEqON1_bekaYDzO2b4iqwzbT5IARAkcyBDfpzGqXDHlMhuYv7tZ-caCE7kVOZkYM_NvENNQBDS8usSwAvGB9q43IGak8DBUoVDKntyCyK-RwPxCU462Ae2yUyzyuAQXYoGH-Y92jn66fUyFqO6yoSw4iSC6p5ykRe8wcR4kp4NEdyG30iUi6G704V-2xXHgwCQVQIx0EHSaT1FhRQtl7FMZCDbBH-kczHua6TJP9xIBNQTJrhDJsAQzTdz6X-7omW4wcwpCWjSvwLQ6xxk_1OPF0Fkp2VnuydKKVa6B7UKMvsbKTR9teuZr18T42G93RGSvBfoUaKn_U7o2uYvNwzRcorNl7LSJ70ItYv5x1h1CuOJOAlZ-plvWEj2m_al59UIEtHIQ7pxHTWaWtwUF06jZB7eQ81VQLPu3nrn63KZROikf59PxeEAJacE8psHYP1gbQLFUX94o4iP4qJt4UTK3YcBs5sJ6b__4jqNYm&p=14&fvj=0&vjs=3,CA,Northridge
"Senior Scientist, Molecular Biology",Directed Genomics,,"Watertown, MA",,"The candidate will oversee and be a point of contact with customers and with their project teams.
Hands-on experience assay design and analysis.",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C-4IJbn0n4maxljK1jHmajCB9jBDVlhH7ttI1Gl67f0CqgWUJI5HopNoPsoIGVFAKm-bpHUB7lqIN7qGP2twRbIMlkIIsrr1F7GvkpgPfskfDABqmCp6dbb6qvTxtK1mugu91zjNqG23MEVI6yftlErDvH2juNm-r-kKGme-e0kz6U7YlvieJeddyERZ6pwC2ucPPNk9J8t7CR01bQKQW4s9HMyXdiyQ90cTqMvd8qfYKok_Y_8xMzh2h8oGxyWgkYpcPjYSV4WpbFGajjiboarWt4vLdHM87l_YeCaHcJjJ7F7rvbBHcUpbahmL_DKRhB0W-J-hqk4MZ1w4SierWPQl6z3HqPkVCRBws7PRewHcoaxuTysMLKD5hE52DHL_Aoilj6GiZWuvgxABq7ymig7Gy0vuzKUeUmVz8UnQRdnFS06xvi8btqKWjrFyv3NOXrrb7frDY_Po0r9Tvg-EmXqYsl4mqIbRPZqlgcdqGo_A==&p=15&fvj=1&vjs=3,MA,Watertown
Bioinformatics Engineer,Tekruiting,,"San Jose, CA",,"In-depth experience with bioinformatics tools development.
Develop complex yet robust and scalable bioinformatics solutions for new diagnostic products in CLIA…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BrErQZqMLNqj7ZyANI-N9k3f2aoPQ5Z2FjqILE7Gr6cMKZtJF4Vx02X2HYymYIPWgyfJMEb9yeu-cvyPrEqbuzsS3NQ3czCdqys9ngV4dzTN3OliU491X_dERdGlqthw74NYJT5gdQKsumbMAWoqP8GcQXFdWE1Cd_ciBJxvjjaBJgyY2IjLVmWQ5Cl1uqaDT3fRlhGVpeN-k6V75nqo3CJE9lJ8SQrjZXOvfV9bSfNU1Ia337G1_ny52xF9wunxfOzEtCTU8zCQEf8ORWhDBIBsPCEhe7ZKZKd4eFKuy16ZNWU1Ma7_IYp-YtPrJ77CtjVCSsS_bPBoQtvZpc2ssWJv4-wDxKabpyYtUCihdGBoCA_V9KGpw8woNivU7Q2OTLm7Ukyy9YtwuJYUotb8G0PumNGWgOar_uOmuOM--4v9WzwR559_TSb7es_slw02hNlypqQ6YHsIRjQwknfiGJ_XnEUl4oMEXp4O4p9JbIeg==&p=16&fvj=1&vjs=3,CA,San Jose
Scientist,"GENEWIZ, Inc.",3.3,"South Plainfield, NJ",,"Carry on routine NGS lab duty including sample QC, library prep, and sequencing.
Work closely with other team members to ensure timely and effectively…",6 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cs6xOhnJVRMRDJJUnubzeP-1VsWav6pPU07VdL3pV1RkCDDbnLBZtEHwD6tXu--fCEGage1Khj1geS6Lb16Ca6GoML1fxxyX4p3uEfLISk86CcE4vCpDhqhUWq2ej93mtykqeMNwrMUwOC21dqQ-Rpk_sCsiulcv50lX-oyw9DarailNbF6IqBM_Cj1hkQx5jKxKuHBAIDqmQHL0tDqGbA-3JVRv0lC5VIlbuSs521TlJVGeAChya9KGWz3IiuQkdOHxs9RIRuGmeLTRtTgYRXL8XNDgnD3XQBkiIHTUyF_plkW1C27qprcny3_RXHdNAikl6QO8CXizSKeSfaAGwlzg0lcvKg8ftq9Jh9kMNySmeUsJI32-wrJoG9t2xvssaoT9rL9g67eQ4qY0VwB_MBsdA0_RvMVpgEKywPXo8X84yhbd9rN4FydxEqD2LflkMz5qxNMtd6Me2eRSRcBtNeb-BvYPsdNRP3RFrIeG5CRLWZ8PmXJYhdRmDmvnpKEMk-9ZCPoMntYQ==&p=17&fvj=0&vjs=3,NJ,South Plainfield
Bioinformatics Scientist,Eclipse BioInnovations,,"San Diego, CA","$80,000 - $120,000 a year","Perform previously existing standard analysis pipelines using the AWS cloud platform.
Examine data and preparing technical reports, summaries, protocols and…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CN0eHvAlBSxXhl4Ps2VJw_aQAABUbiWN04Z2lSTQb-SSVpbfF-nePkyM85OL3eAYBFRuJHRhEGpXRuIwZkxB7ZgOl5iSqMsb3wHPy3U8y3lEk5npjq_rRXqvtD2XMii8bX7aRPX30qurv2z_gfzMLkITKbeZm3_UYjEtVUy8mGNQbtPh5OHUfePyNZj_uCt8qoXJCqiy8bX9ekwAPMLleJUPEK-xVnE1mrMFjm51CQ2buYi8V7LC00hEEwuEEIQKK0ejRxeLol4Il1mfBZ1QEZYKAaQjwQwnlSFkCxc0kVwwamDu_WtKNT7t4ZqLXR8YjRNipt-1YEx44ZhlfWQ9CFCfdpbF92gJsiHo2t-YPftQR2OD3-lABHonNP_5ft_0bMcxIdwaHwmTFC3d2KTivUkccmOEx0q_if03O3fATUpFNKaWVFdfrxBU1wk-aKwTOCkaLjQpZcFXApacdREH4djFrNClczHho=&p=18&fvj=1&vjs=3,CA,San Diego
Data Scientist,"Alto Neuroscience, Inc",,"San Francisco Bay Area, CA",,"Alto is developing a new generation of neural biomarker-based diagnostic tests and personalized treatments for use in mental health, based on a platform built…",16 days ago,2020-10-29,"https://www.indeed.com/company/Alto-Neuroscience,-Inc/jobs/Data-Scientist-ca16b63c03e40c57?fccid=3a7ad5d4b8526b01&vjs=3",CA,San Francisco Bay Area
"Graduate Intern, Bioinformatics",Kite Pharma,3.8,"Santa Monica, CA",,"Comparative analysis and benchmarking of available tools leading to the selection of suitable methods.
The program also offers the opportunity for networking…",9 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=61af45682a312c77&fccid=14befa0aae3644d3&vjs=3,CA,Santa Monica
Bioinformatics Software Engineer,GENENTECH,4.1,"South San Francisco, CA",,"In this position, the new hire will work closely with wet and dry scientists to develop, integrate, and maintain our cutting-edge algorithms, tools and…",3 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=84ef99c7504dcbfc&fccid=2525cc4a9a704809&vjs=3,CA,South San Francisco
Bioinformatics Engineer,3T Biosciences,,"South San Francisco, CA",,"Manage consultants to aid in bioinformatics software development.
Develop, deploy, and maintain data infrastructures capable of processing data related to next…",15 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=9e2648ee7a64f3c7&fccid=b97f8572d7fd8bd3&vjs=3,CA,South San Francisco
Bioinformatics Specialist,Penn State University,4.3,"University Park, PA",,Job description: A trained bioinformatics specialist or student is sought to conduct genome sequence alignment and gene annotation.,30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=7dcf9688c20fe978&fccid=ee32437d8dec00bd&vjs=3,PA,University Park
HR Assistant- Entry Level,Genesis Biotechnology Group,2.6,"Township of Hamilton, NJ",,"Through the consolidation of research activities in the fields of biotechnology, molecular biology, genome research, biochemistry, nano and biophysics,…",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=ba7ab96f27e9ab1a&fccid=ab80830a7397bac3&vjs=3,NJ,Township of Hamilton
Bioinformatics Specialist,Qiagen,3.8,"Frederick, MD",,"Continuously develop code, database, and computational infrastructure toward the goals of (1) extending assay design and data analysis functionality for new…",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=eb20d95a593e1948&fccid=58e44ef0852f1a0d&vjs=3,MD,Frederick
"Scientist, Bioinformatics","Checkerspot, Inc.",,"Berkeley, CA",,"M.S. (or higher degree) in bioinformatics, computational biology, systems biology, genetics, or related field, and a sound understanding of both biology and…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CQniIxpZOMITkuZ-rCg3gGrs6RfZPWgn91X3gKEF0zQgYovzcx0j4GvXKnk4a83ulYovTKgqq9fsyWJ3qO3b0kFaYpJflwO-ywnvaZZQ8ZLYxOaFa4aE23GXuzq6h_yE9ZxgvTb2zda6HY9QvqrW6AX-nXIACZBgqQYGubnSSlr3Ld4xzjliJIsJIv97VPAqhrbYkq0J0bue9rK8XI13P8Y9xRNd-WFEu9r3Rym5-TEeehXLVFkAtbeoB6EWytKcmvYkb0PGkoE6s629q73ShjT12dxyr5-yBU-5JlRVFaWVzajF-WaLgvMBD2x6wVn7wohy-I_ZRa_8SCAcutNHBvnVt91nZaxePiA7guDsF20GB4o6--VJ4dS1jmNF6o5Rs4QoLl6T6ued2Vviv_vqYtC4UOvsv8ORYSzfwQtdHfh8VKqAzE2IDAsbkHJa19s35HGDfUMKSg-vkfg01nI4BA&p=10&fvj=1&vjs=3,CA,Berkeley
"Senior Software Engineer, Bioinformatics",Roche,4.2,"Pleasanton, CA",,We are seeking a Senior Software Engineer to partner with bioinformatics scientists and software developers in support of building the underlying bioinformatics…,30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DwpSO_X_4fO3yEPcJl8pLft9tRR8Y02gXA9Ku0YkSky7EbH1AnYCZJRrvWORRQ0HozrjCfhloyoaXWSHvqCgSXnMls-E0aB-MEAkSyUFTUbljt_moCCZbDfsmZb44bsrGXNORPGgMFv4u-AXRoxS5F9DjhAwD3ezHe9hwokDVmJz3dBiQsAUm6f8m5KvoLL5sIi4rvWsXuTPT4I2QY10NGGHdoeDLdRUiReB4xqyWyuj_Ufp5M6bT77Ctbw-jxs2D5LnQTUH-VKS9FSBpsazkzFAdShQJ0Hb4e42SMN7sEBojzaBse9rBHQALJkemdiNiCNsidaclzpbqEfHeUphZXBlgIXypEjxcVqoTB9BMSWg1aDI58n9RtaKkeZBccbu3jvVEV_ZERsCdWoZySg8r-kuNN3kB3ByzMm0sEePsvxefioZshirgNtZ5TlsI3SemZBSPuTG_-iVXA-bA_dKEz-fZ5_ZtgiTf-4Q_eH-NlbCV5cIZKDDfKbYESaoUa9tGgy__hWfSj4sjCN1FjJMZn7iSplkVnJJW5Q_3HaWiDP23CEODp0sFaCQvcEm2P5jlQJpF9N53zItpnrYXksb3ojs-BpAFL9gTqr_qGtBQdvBNGB9L6PFaty8BkAMDp7NVjOPUTv4EJnA==&p=11&fvj=0&vjs=3,CA,Pleasanton
Bioinformatics Staff Research Associate,UCLA Health,4.0,"Los Angeles, CA",$23.34 - $27.84 an hour,"The incumbent will assist in computational and statistical analyses in multiple projects in the lab, especially by using large human datasets of next-generation…",16 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DsE7ViekIsjp64t_8fXghHOV1s5s2e0k6cDP9wEyz_6tOierAtAOrZ9WCDC2rRvrOv6EgxsCHYR3XGd_olRLgS8oCHd66fLLIKQ4qgqhpEpyAlIAE2glV82uvsh8uQ1Smd1DrTty1VYsRQ9jTc85Gdv8r2U7KLExQSwdBc4gvRvtg3ES0fIO8WxBhGMjQx3w2T3S85V4zu0T7p-q1t5-ny6F33v2cmXePi4QMbuB3FGZCZrAjdcpdkDUYYgl9XaHVQkt9sAk35Ge-tA16WqdKm2GbnDgKDUyAtxRnqwRzOtDkJLov2RYCSUiqe2lLPUz-n8jPyAkLvXymtPHv3jjeKVSZeopNUK4-PDtL-0VXr6D5d_WavyS7Z88wQ8rg2k3AOwXRtGGcEhSf7DJcNnC-Cw_tjnrNV3rY4B2a90OiTNI3qqxrqpvxWPc7CxVgpX_LlXQ8mpoVNrMQdtIlJ9pTCGmiZKEtb7p-5YiB3e_h7sjb0bBf9ooI4cb3VeDrB9JNjkE5pxxJj9SctQR1vYMOrDmyUctd-INwsJMxmbispDcAsXK1jQ3WPx6e0mbKSGqERAIPJoJ0q64PqVNU44EiHJbnqYodDYk0N5FY8lBfFestzpiRln_JAAHWpwTxLXK3h7kz4vzlhOw5QKjtX1czOVxBPS_7ZX5Y7mFvtu1GmQGt-O27o260NUIVxz5OH1yAOJH18uaQCsYJpQV6dHFuLVyJIziM4ToFb5iFj2Wb-7Cfw0l6cdBOQos3DqGcYArJz8a9ccVa0QPdJrBI3zn1MAKQG6XWgWM7fJfdwyi_5IdiEf2I1-1Abpoe6rfUGDVlibZT2GxAERjpl6IFvELrJSvj8A1S_YEpSAl3SRO-5EH-EwaLOIaheZxfO5t09EyP-kMp0n2Ze8LHNvLZeX5IFOfFQ-_HFeLTJmxtKE9ME10NIvVzeNzf9_7A-B1kgsuAi9cEEyB_613owyHlmQ3NNy7VOgoTniGSP7kY6XySPqx1CpyNM2i1JJ7UNBf888fVEMDoklGF2Xwn0q5xneqx4o1CtqQcklPPmIuqOhbAewJmGpJqNHaB_Trl5yYYS_IePqYs4-NohpQ==&p=12&fvj=0&vjs=3,CA,Los Angeles
"Scientist / Sr Scientist, Advanced Analytics and Bioinformatics",Takeda Pharmaceutical,3.8,"Boston, MA",,"Provide computational biology and/or bioinformatic support to characterize disease mechanisms, mechanism of action for therapeutic interventions, and identify…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A2FglVpD15yjwf_kBlpCp3aF2-ThlNcApwZ2XoCuisxqOxEXA7NQxpGhmzTWBxj6u6ZuSVsicYqXl_C4hUmwyoxqOT0ElBE2xFgMvGnAADXppt2_VTqhWbqyZo7IARhXKUOHzByoSWSWCAXQuDwkzmDzucIJYgwz7b4NXNPmi67aIXdTwgscMH35lU5dioehJHmdmMH4RfS2QjTuqvKA29r5g1dnxQaJPZwWaLxQ9SpdLIGW8RXc4OhV0vnCj13j13z3zeDrlOehC8abdzOOwq3FzaYuVnX41UupWsyc5YrgJucRxaEziiJPVfxPxV-8zlOLkWDwK7I858SSfP_qLwhKIZ2heBRA0UooWH6cnXRaZudwOvF87OjYMicFvgLI7gWCqfU9hHW3sTvF2YZg3m8yPnAVNjINnOsiA6oAikR5EHQe_qpBw_0Yoduyd4seA=&p=13&fvj=0&vjs=3,MA,Boston
Epidemiologist,"IHRC, Inc.",4.5,"Atlanta, GA",,"Performing data analysis, including preparation of 2x2 tables and graphs.
Developing communication debriefs to update the Mycotic Diseases Branch and other…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BGFpjgZQf3ItW9dM7q_D6PmD90sQvne3C-Bwcd7L89hTzFbqc7rEP1bUO3sOFOGlWFtjmXe_xBTpx17jMJWYZdgqUJE4gjO0tbqF4Lwh4h-J8-mldjzyI6cRPjeXvqwQABovKml-4cAwyvMiVsdkOPvuFZMW9I3y37DREVSQhdZr7lIBpx9PAXD4AI0fHJCuGqePQUx1w3xywXpC7NMAYMno9bvnjkXjYeBTtuAdIgodY-_h660Hnvk54iqMJA1VsuBMzV12SdOltAKd84b490z514kcS5BH4QIH588uF5R_WCWkPpogB9mJwj-b6hc0rf2BC3QSSomYMshtf6dqRH8tVJrWo2sGXgceZhUQBboGM8ZYmYp2tJBmFPtv3-4TGMo4Dl9UMP8N-I10tDamuh_3BuXRZj388bMhwZPGXanG8so3xxJhcWj0kQk9sYH1XnhYLZCmXeQESrTwOGJqF1o2pZqP4LtBcI-YgR38BVoVFXCz33SJPdmmvkw9C6aS52UMl9y9_UkX4L9qkW9oKnw2DHr2F2c5LVamLmNrL4TZLKNa0v5SABCr9gzAjwvl0=&p=14&fvj=0&vjs=3,GA,Atlanta
Bioinformatics Engineer,Tekruiting,,"San Jose, CA",,"In-depth experience with bioinformatics tools development.
Develop complex yet robust and scalable bioinformatics solutions for new diagnostic products in CLIA…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BrErQZqMLNqj7ZyANI-N9k3f2aoPQ5Z2FjqILE7Gr6cMKZtJF4Vx02X2HYymYIPWgyfJMEb9yeu-cvyPrEqbuzsS3NQ3czCdqys9ngV4dzTN3OliU491X_dERdGlqthw74NYJT5gdQKsumbMAWoqP8GcQXFdWE1Cd_ciBJxvjjaBJgyY2IjLVmFKIKK-bOfsxL5cBIFXTNNagd7DAX1yz-i1YL_ru_Vzq4f0tS4Hxi88DXHzcntATr2zViOSkCZBfxBN4DaT6JP0kAAGIn6r3VKOKhx8TSR-5WA104HrBn4FPUhffPvB-5UBrfA6wW02g8wwjk2Yeu_jg8b8290kYuR7alERFI4ND2gVyXB5hKuU0kKFxEku8a8atdy8xa3ZzlqRQUmIkFNthXecpDIFammXxwB3JbwlHztAWvfguO2Qj_0dzF2ZMeL3OOpiEqtIqiM91L-LPUqV5Rp_Q423xytWZjuSZrqqDAwm68OaHHOw==&p=15&fvj=1&vjs=3,CA,San Jose
Integrative Data Scientist - Bioinformatics,Takeda Pharmaceutical,3.8,"Boston, MA",,"Provide bioinformatic and/or computational biology support to characterize disease mechanisms, mechanism of action for therapeutic interventions, and identify…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A2FglVpD15yjwf_kBlpCp3aF2-ThlNcApwZ2XoCuisxqOxEXA7NQxpGhmzTWBxj6tlgq5y1f5a2MXJA_aR381Y7FukmkMOXMK2-qwq1H5TgcW_4bCLmBbXEtDpCe-IrgDFQAkIsTzv0xg9EPuLqkMw5W6icH-Wlc_X_MvCVZS8Y7v7QICSdaUiKTVNAP5GpQpm_ukN691FHVErOOTKhohhaThLNLOfotxkNrSfndGGLhRjhM59C4LaPHxO6hM8ZI4wLZdXFXeAnoDzxIpcsND2OZq96ddNz_EbiuSg2NEq7jCcZPOrHs3eZQFLsxrzIP5OWWq1Yq8Uob21Ijt-rurNdmg6AplMN4KLZcQpsDm7spV9gOcBJuEMqQbMYZTTxqTN0T9ChE2QVGCUcKo-A-FKGNY0FlYbWDxSUhwN6kG9FxBOf-UsYvLYo3mvLMh72Ro=&p=16&fvj=0&vjs=3,MA,Boston
Bioinformatics Scientist,Eclipse BioInnovations,,"San Diego, CA","$80,000 - $120,000 a year","Perform previously existing standard analysis pipelines using the AWS cloud platform.
Examine data and preparing technical reports, summaries, protocols and…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CN0eHvAlBSxXhl4Ps2VJw_aQAABUbiWN04Z2lSTQb-SSVpbfF-nePkyM85OL3eAYBFRuJHRhEGpXRuIwZkxB7ZgOl5iSqMsb3wHPy3U8y3lEk5npjq_rRXqvtD2XMii8bX7aRPX30qurv2z_gfzMLkITKbeZm3_UYjEtVUy8mGNQbtPh5OHUfeaLeZoRxu-DDJWL3bjY_wIlpF5-BL7SrZQiQzfiOsiHYEmH2rHCCOBbvuVPal_UoYKS7ZXRoM1IFReipbonrx3UlJwDR6o_ddg4b_0YmaCh8E6amNpkQaL3PZ_BY2MmPCSzorczNze_KYqTCmdo8kfLWBgF-LsGGfvLlP7C7Tjxml-5woeFhgoC0zk_9W-X0-asWXhjf9uylbGLCOHymtu-zwK5l8y-uvT9aYC5_3wHgBbZEWUNnx94tJmhfGGNBQnB-FaBnVV2WFPvofAX5Sy5XEeExsw8c9eqNscpm3cCg=&p=17&fvj=1&vjs=3,CA,San Diego
"Research Scientist, Bioinformatics",Kite Pharma,3.8,"Santa Monica, CA",,"Hands-on experience with the bioinformatics analysis of single-cell, flow cytometry, mass spectrometry, and mass cytometry data analysis is required.",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CKn2asMFt2ssUbZx28JoI1Uu-b2-qdkKONqPCPCy3GTPZSnLSKve2AqItHZiMTx0PnLBBh5HV-V9_v0e2NROkl7iwffsWTIlxg7eDK4eKsAbpGrYfQZfIYdCLjIN0r8CECWuIfxi0vet71uKaP9rFMC0-mFuSve42Next2R92rS1o0CQggOuLLf-NMcsqXGMz4eMJJF7fRWI7TBKEoZRmdUoGP3KREXedgEn7mz6hBNpJkmSdOiHCmgpQyqGNIkX2MgGUHDDH9m5LRSx33A3-SfPuOUJ3NlP5nRit_deDTGX3yjXbqtiHwsoZ_wXmcVcH9h3G8bINMzMWc7xI0Qjbg8AO13mZBm2Q7-efBL0blPGDcPNcnxpmWhIPAs1G3SaT9LWGVdNS17U4kCwZhuWVJRJAo3n63IiPiHXWJfCzWmrpJRnyxkBaWXCRUP1NX4HE39zFCfN8oRrPvtwlh8exGQABss1vDkHU2704y28UN7iV5vcPSoJ2E94AlhtiemSN-lUB9E20vSt7sJnS_ryIn2u9DBecr3O1LjVKmmN5kJ3wuHU3qMRnaGAd2IaavsRdNgE_Urf5lrsfXlEgf44kt5SDR_fp_1ae2RfiYgIuXIKcAWlSluBXMCJfdkEqf4-3qUPmZFSG2Fg==&p=0&fvj=0&vjs=3,CA,Santa Monica
NGS Research Associate,MedGenome,,"Foster City, CA",$33 - $36 an hour,Collaborate with bioinformatics scientists to assist in data interpretation for single cell and TCR projects and generate presentations and reports for…,30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CACFoDuhKeuezHXTzqu1ypuAHcNQAuN0-GYOusV_mxh_6caC8tkrVXqWQkpLOSPvAOK7nWmBbjknerPQyC9T3mT_o3OmomZxDa_4YhkBMmXEiU2Vl0DVPFLGfr70KVtWyOSZ-taEWvob2yXKDzFfp_e-WJkEvhZwLTqy6PrEdxwN0jJpA_cXLPODzYJjeLLIdnqJK3F7FLwqZQB1-x8qFYpecFEg_pKvYYQ6yZnYceMZr5IpSRDcLUMepF8cKBBS2ZL5GzqqBn0jDlcSKb-QE0ez8DsnZkYlqI-sFK_5c7vp2Z3dmi7ug6Exc8WAvemdRFd5FFuNfNuCLVLpSpeEKlnxPqWmi-HvJyXxsJRT1hrRErHqVdvCcK8pJujU19jb0gVArKftMzFGeXK-YkegRCmUulDYmz_IOrkk6Pe0_5vfJDu1ofiimWO0fIAKM_WL6l4pCr71UA4c0Yu0XRw6Jr&p=1&fvj=1&vjs=3,CA,Foster City
