title,company,rating,location,salary,summary
Architect - Data Scientist (Sr.),"Quadrant, Inc.",3.9,"Springfield, VA 22153",,Experience in developing machine learning models and applying advanced analytics solutions to solve complex business problems.
Applied Scientist,Robert Half,3.9,"Seattle, WA 98121 (Belltown area)",,"BS or advanced degree (Microsoft or PhD preferred) in computational linguistics, machine learning, statistics, computer science, engineering, or related…"
Data Scientist/Machine Learning Engineer (Temp-to-Perm),Lenox Executive Search,,"Cambridge, MA 02139 (Cambridgeport area)",,"We are looking for smart, data driven, creative data scientists and machine learning engineers capable for applying artificial intelligence and machine learning…"
Support Scientist Ocean Data Assimilation (UFS),IMSG/NOAA,,"College Park, MD",,The candidate will work with EMC scientists and external collaborators to develop the marine and coupled data assimilation capabilities for use in the UFS.
Data Scientist-Senior,Perspecta,3.3,"Washington, DC 20022",,"Data science and data engineering support is needed to help manage and execute the ingest (extract, transform and load (ETL) operations), parsing, data…"
Sr. Machine Learning Scientist,"Technosphere, Inc.",4.3,"Tampa, FL 33647 (West Meadows area)",,Related keywords: machine learning ML artificial intelligence python pytorch tensorflow tensor flow deep learning scientist specialist analyst senior data…
Data Engineer,Marathon TS,,"Fairfax, VA","$120,000 - $150,000 a year",Work closely with data engineers and architects to engineer ETL solutions to prepare for ingest into machine learning development environments.
Deep Learning Scientist,Harnham,4.6,"Cincinnati, OH","$120,000 a year",You will be working with other engineers and the computer vision team on a data driven approach to solving problems on a project to project base.
Data Scientist,CyberCoders,3.3,"San Francisco, CA",,"Collaborate, learn, share, and brainstorm with other data scientists.
You've got experience with statistical modeling/applied machine learning with a focus on…"
,The Mom Project,,"Sunnyvale, CA",$97.75 an hour,"Develops technical tools and programming that leverage artificial intelligence, machine learning and big-data techniques to cleanse, organize and transform data…"
Machine Learning Engineer,"Lucas Associates, Inc.",3.8,"Coconut Creek, FL 33073",,"Build an API monitoring solution to gauge performance and data capture.
Ability to squeeze more performance and data out of APIs.
Deploying to Azure via Docker."
Data Scientist,Redstone Federal Credit Union,4.4,"Huntsville, AL",,"5+ years' responsible business domain experience in applied machine learning and decision optimization.
Data scientist: 5 years (Preferred)."
Machine Learning Intelligent Mobility System Engineer,"Artizen, Inc.",,"Mountain View, CA 94043",$70 - $80 an hour,"Strong Machine Learning background with deep understanding of different types of machine learning algorithms (e.g., CNN, RNN, LSTM and Reinforcement Learning)."
,OpTech LLC,4.0,"Southfield, MI 48075",$37 - $44 an hour,"Experience with health insurance claims and enrollment.
Top 3 Required Skills/Experience – The most important must-have skills.
4 Years Of SAS experience."
Data Scientist/Engineer,Seamless AI,,"Columbus, OH 43081",,"Work together with engineers, technical project managers, and subject matter experts, to gather requirements and improve our customer experience using machine…"
Senior Data Analyst - Healthcare,Gables Search Group,5.0,"Des Moines, IA",," Provide advanced analytical support for business operations in all or some of the following areas: claims, provider data, member data, clinical data, HEDIS,…"
Senior Data Scientist,Cognizant Technology Solutions,3.9,"Collegeville, PA 19426",,"Data, identifying gaps, issues, patterns and trends Analyze.
- Utilise a scientific and pragmatic approach.
Data processing systems and Data Warehouse."
Acquisition Support Analyst / Data Scientist,RavenTek,2.0,"Washington, DC 20002 (Capitol Hill area)",,"Able to perform scientific research, scientific writing, and editing, including the writing and editing of project products to established government standards…"
Risk Decision Scientist,PayPal,3.9,"San Jose, CA 95131 (North San Jose area)",,"Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and…"
Property & Casualty Insurance Data Scientist - PR11478,Pryor Executive Search,,"New York, NY",,"Property & Casualty Insurance Data Scientist opening in New York City.
Use Python to design Machine Learning (ML) and Artificial Intelligence (AI) models for P…"
Data Science Consultant,Tailored Management,3.9,"St. Louis, MO 63121",$44 - $72 an hour,"Responsible for the extraction and analysis of health care information regarding network utilization, cost containment and clinical quality information."
,Fidelity TalentSource,3.8,"Boston, MA 02210 (South Boston area)",,"Our team of high caliber scientists, mathematicians and statisticians use rigorous quantitative approaches to ensure that we are efficiently building algorithms…"
Senior Data Science Consultant,Raft,,Remote,$100 - $130 an hour,"Professional experience with decision analysis and machine learning (ML) algorithms implemented in a Cloud Native environment.
Data Science: 5 years (Required)."
Data Scientist,Staffing Resource Group,,"McLean, VA 22102","$150,000 - $160,000 a year","Technical expertise regarding data models, database design and development, data mining and segmentation techniques.
Machine Learning: 1 year (Preferred)."
Computer Vision / Image Processing - Data Scientist,CyberCoders,3.3,"Los Angeles, CA 90034",,Working with extremely large data sets and will be responsible for the essential task of maintaining data integrity.
"Senior Data Scientist, NGS Assay Development",Harnham,4.6,"San Francisco, CA","$170,000 a year","As a senior data scientist, you will be adding a bioinformatics skill set to the data science team and continue to develop RNA-seq data generation protocol."
Data Scientist @ Gaming Leader,Aquent,4.0,"Redmond, WA",,"Collaborates with database engineers and other scientists to develop, refine, and scale data management and analytics procedures, systems, workflows, best…"
Senior Data Scientist,CyberCoders,3.3,"Alexandria, VA 22302 (Fairlington-Bradlee area)","$150,000 - $175,000 a year","Contribute to the development of data pipelines.
5+ years of experience in data science.
Nice to have: experience with Spark or other big data framework."
Senior Data Analyst,Calculated Hire,,"Weehawken, NJ 07086",$30 - $35 an hour,"3 years of professional experience analyzing, evaluating, and interpreting complex data; innate intellectual curiosity.
Must reside in Greater New York area ."
Senior Data Scientist - Permanent Full Time,Veritas Partners,,"Cockeysville, MD 21030","$131,000 - $150,000 a year","Extract meaningful statistics and other data characteristics using time series forecasting as well as a variety of approaches including statistical analysis,…"
,Myticas Consulting,,"Chicago, IL",,"Experience with data structures, data modeling, and model evaluation.
Experience with standard ML algorithms covering supervised-learning, unsupervised-learning…"
Data Scientist II - Permanent Full Time Opportunity,Veritas Partners,,"Cockeysville, MD 21030","$100,000 - $135,000 a year","3+ years of data taxonomy, BI, data migration or data lake integration experience.
Perform machine learning for enriching content.
Temporarily due to COVID-19."
,Kelly,3.9,"Lawrenceville, NJ 08648",$70 an hour,"Review clinical data from ongoing studies to ensure scientific quality.
Submit clinical contributions to clinical study reports (CSRs) and clinical portions of…"
Data Scientist - Adtech,Kforce,3.8,"New York, NY 10013 (Tribeca area)",,Provide thought leadership in applying innovative machine learning techniques to solve complex data science problems.
Mathematician,National Security Agency,4.2,"Fort Meade, MD","$72,351 - $90,157 a year","Entry is with a Bachelor's degree plus 3 years of relevant experience or a Master's degree plus 1 year of relevant experience, or a Doctoral degree and no…"
Data Scientist,Brooksource,3.7,"Stamford, CT 06901 (Downtown area)",$55 - $60 an hour,"Provide technical input on activities including experimental design, machine learning, ad-hoc analytics, and statistics.
$55-60/hr. Dependent on Experience*."
Lead Information and Data Architect,"Red Cedar Consultancy, LLC",,"McLean, VA 22102","From $150,000 a year","Candidate will have demonstrated capability in providing information and data architectural support services across solution architecture, segment architecture,…"
Data Scientist,Fidelity TalentSource,3.8,"Boston, MA 02210 (South Boston area)",,"Our team of high caliber scientists, mathematicians and statisticians use rigorous quantitative approaches to ensure that we are efficiently building algorithms…"
Senior Data Scientist (Remote-friendly),Noom Inc.,4.1,"New York, NY",,You are comfortable with at least “medium data” technologies and how to transcend the “memory bound” nature of most analytics tools.
Senior Data Analyst,Brinks Home Security,3.4,"Farmers Branch, TX",,"Utilize data visualization tools to translate complicated data concepts into actionable insights.
Fulfill ad-hoc analytics requests and provide the operations…"
Enterprise Analytics Data Scientist Sr.,AmeriHealth Caritas,3.3,"Philadelphia, PA",,"Define and implement data acquisition and integration logic, selecting appropriate combination of methods and tools within defined technology stack to ensure…"
Business Insurance Data Scientist – 2021 Summer Internship-...,Farmers Insurance Group,3.6,Remote,,"So whether your passion lies in big data analytics (data science, machine learning, artificial intelligence, predictive modeling), formulating pricing and…"
Senior Data Analyst - Healthcare,BioSource Recruiters,,"Des Moines, IA",," Provide advanced analytical support for business operations in all or some of the following areas: claims, provider data, member data, clinical data, HEDIS,…"
"Data Scientist, Product Analytics",Facebook,4.2,Remote,,"Apply your expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers and understand how our users interact with…"
Data Scientist,APR Consulting Inc,4.2,"Melbourne, FL",$48 - $52 an hour,"5+ years of experience working with data analytics techniques and frameworks.
3+ years of experience working with data analytics techniques and frameworks."
Senior Data Analyst - SQL,International Financial Group (IFG),3.2,"Chicago, IL 60613 (Uptown area)","$80,000 - $85,000 a year","Proficiency with sophisticated analytics tools and programming languages (SAS, R, Python, Java, Spark, Hadoop, Alteryx, SQL); proficiency with data…"
Senior Data Scientist (Remote-friendly),Noom Inc.,4.1,Remote,,You are comfortable with at least “medium data” technologies and how to transcend the “memory bound” nature of most analytics tools.
Deep Learning Algorithm Scientist,VIDA,,"Minneapolis, MN",,Defines data requirements for training and testing of machine learning methods and works with the broader team to amass data from internal and external sources.
Senior Data Scientist,Selby Jennings,4.2,Virginia,,"Data mining, machine learning, statistical modeling tools and underlying algorithms.
Employ a deep command of data science modeling techniques and statistics,…"
Principal Data Scientist,Penfield Search Partners,,"Plainsboro, NJ",,Creates robust models based on statistical and data mining techniques to provide insights and recommendations based on large complex data sets.
,Brooksource,3.7,"Stamford, CT 06901 (Downtown area)",$55 - $60 an hour,"Provide technical input on activities including experimental design, machine learning, ad-hoc analytics, and statistics.
$55-60/hr. Dependent on Experience*."
VP of Technology (NLP/Machine Learning/Data Science),"The ACI Group, Inc.",,"Elkridge, MD","Up to $200,000 a year",They have developed world class NLP software coupled with deep learning algorithms to enable the systems to rapidly generate codes and other data which can be…
,APR Consulting Inc,4.2,"Melbourne, FL",$48 - $52 an hour,"5+ years of experience working with data analytics techniques and frameworks.
3+ years of experience working with data analytics techniques and frameworks."
Data Analyst/Scientist- Healthcare,"HCH Enterprises, LLC",3.8,"Cranston, RI 02920",,"Demonstrates deep fluency and experience writing SQL scripts and working with Power BI or relevant data analytics tools.
Power BI: 3 years (Required)."
BHJOB15656_15411 - Machine Learning (ML) and Data Science En...,Myticas Consulting,,"Chicago, IL",,"Experience with data structures, data modeling, and model evaluation.
Experience with standard ML algorithms covering supervised-learning, unsupervised-learning…"
JS Data Manipulation + Visualization in Agriculture and Scie...,Our Sci LLC,,Michigan,"$35,000 - $60,000 a year","Experience in data visualization using D3 or related libraries.
We are seeking someone to support front-end development for surveystack.io and to work with…"
Senior Data Scientist,CyberCoders,3.3,"Alexandria, VA 22302 (Fairlington-Bradlee area)",,"Contribute to the development of data pipelines.
5+ years of experience in data science.
Nice to have: experience with Spark or other big data framework."
,Kelly,3.9,"Cambridge, MA 02139 (Cambridgeport area)",$45 - $51 an hour,"Designed interactive dashboards for various stakeholders using AWS Quicksight exposing key parameters of our machine learning training datasets, data pipelines,…"
Machine Learning Engineer Consultant -- San Francisco,Harnham,4.6,"San Francisco, CA",$60 an hour,"Machine Learning Engineer with Data Engineering experience - 6 month contract to hire.
Machine Learning, NLP, Deep Learning, Data Engineering, and Software…"
Machine Learning Engineer - NLP (Contract),Harnham,4.6,"San Francisco, CA",$100 an hour,"Key words: machine learning, ML, deep learning, artificial intelligence, AI, natural language processing, NLP, NLU, sentiment analysis, big data, Python, R,…"
Machine Learning Engineer - Computer Vision,CyberCoders,3.3,"Denver, CO 80110",,"Machine Learning Engineer - Computer Vision.
Position: Machine Learning Engineer with Computer Vision experience.
Develop, test, and update ML algorithms."
,Datamatics Global Services Inc,3.5,"Atlanta, GA",$24 - $27 an hour,"Interprets results using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently."
Senior Data Scientist,Brooksource,3.7,"Tampa, FL",$55 - $65 an hour,"Apply strong expertise in machine-learning, data mining, and information retrieval to design, prototype and build the next generation analytics engine and…"
Atmospheric Data Scientist (Python),CyberCoders,3.3,"Denver, CO 80238","$100,000 - $130,000 a year",Using scientific data processing skill set to develop the next generation of atmospheric radio-occultation processing software.
Data Scientist,Leidos,3.7,"McLean, VA 22102",,"Familiarity with relational data and quantitative analysis thereof.
Support the development of customer’s analytics code-base.
Top Secret/SCI with Polygraph."
Data Scientist,CyberCoders,3.3,"Durham, NC 27707","$110,000 - $130,000 a year","Utilize logistics data and machine learning to improve logistics efficiency.
Bachelor's Degree in Computer Science, Statistics, Mathematics, or another relevant…"
Purchasing System Analyst,Factory Motor Parts,3.2,"Eagan, MN 55121","$60,000 - $75,000 a year",Work with software company (Manhattan Associates) to manage and track identified system issues and open items to ensure resolution is received.
,National Security Agency,4.2,"Fort Meade, MD","$72,351 - $90,157 a year","Entry is with a Bachelor's degree plus 3 years of relevant experience or a Master's degree plus 1 year of relevant experience, or a Doctoral degree and no…"
,Epitec,3.5,"Champaign, IL 61822",$31 - $42 an hour,"Use machine learning, deep learning, and other analysis techniques on time-series machine sensor data to better understand our customers."
Data Scientist(Healthcare Exp a Plus!),CyberCoders,3.3,"Washington, DC 20001 (Shaw area)",,"Apply advanced statistical modeling to create relational models between data.
If you are a Data Scientist(Healthcare Exp a Plus!) with experience, please read…"
HPC / Computational Data Scientist with Clearance,CI Software,,"Washington, DC",$75 - $100 an hour,"Expertise in the use of various programming languages used in scientific high performance computing (FORTRAN, C/C++, OpenACC, OpenCL, CUDA, Perl, Python, UPC,…"
Data Scientist,Vaco,3.7,"Charlotte, NC","$120,000 a year","Work collectively with analytics product managers, data engineers, software developers, and analytics engineers to glean insights and needs from the business,…"
Senior Data Analyst - Onsite/Remote Considered,"Arkos Health, Inc.",,"Pittsburgh, PA 15203 (Southside Flats area)","$75,000 - $100,000 a year","In this role, you will analyze and visualize data on a project basis to enhance develop products and reporting tools for Arkos’ customers and to provide…"
Data Scientist,Onward Search,3.9,"Santa Monica, CA",,"4+ years of experience working in analytics or data science.
Collaborate with stakeholders to develop new data pipelines and visualizations."
Sr. Product Data Scientist II,Ursus,,"Menlo Park, CA 94025",,"Apply your expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers and understand how our employees interact…"
,Selby Jennings,4.2,Virginia,,"Data mining, machine learning, statistical modeling tools and underlying algorithms.
Employ a deep command of data science modeling techniques and statistics,…"
,Brooksource,3.7,"Tampa, FL",$55 - $65 an hour,"Apply strong expertise in machine-learning, data mining, and information retrieval to design, prototype and build the next generation analytics engine and…"
,Acara Solutions,3.4,"Chicago, IL",,"Experience in Regression models, time series models, decision trees, random forests, and text analytics using additional support models and methods to analyze…"
Data Engineer,Acara Solutions,3.4,"Sunnyvale, CA",,"Develops technical tools and programming that leverage artificial intelligence, machine learning and big-data techniques to cleanse, organize and transform data…"
,Fidelity TalentSource,3.8,"Boston, MA 02210 (South Boston area)",,"This is a multi-disciplinary role requiring both expert model-building and software engineering skills, so the successful candidate will be capable of…"
"Senior Data Scientist, Analytics & Inference",Codecademy,4.2,"New York, NY",,"Mentor and consult with a cross-functional team of data scientists, engineers, and product managers.
Perform deep dives into our data to build understanding…"
Data Scientist,IOMAXIS,3.7,"Fort Belvoir, VA","$100,000 - $120,000 a year","Skilled at ""wrangling"" various data sets to improve data quality and algorithm performance.
Support the needs of both the Augmented Reality (AR) and Artificial…"
Data Scientist Lead (Contract to Hire),CO-OP Financial Services,3.1,"Alpharetta, GA",,"The Data Scientist Lead applies data mining techniques, mathematical and statistical analysis, and machine learning algorithms to large data sets in order to…"
Statistician with SAS,PSCI,4.5,"Gaithersburg, MD",,"Min 3 years of experience with PHD.
Min 10 years of experience with BS degree.
Min 5 years of experience with MS degree."
Senior Data Analyst-Media Science / Data Science & Consultin...,Known,,"New York, NY",,"Both teams' analysts work closely with PhD-level data scientists, engineers, and other analysts, quickly learning the skills necessary to deliver exploratory…"
Senior Data Scientist,"KeyPoint Consulting, LLC",,"Baltimore, MD","$125,000 - $135,000 a year","Querying and analyzing data using a holistic perspective.
Exceptional communicator able to articulate the benefits of a proposed solution to internal and…"
"AI/ML - Data Scientist, Siri Data",Apple,4.2,"Seattle, WA",,Strong communication skills and the ability to naturally explain difficult technical topics (especially causal topics) to everyone from data scientists to…
Data Scientist,Highmark Health,3.2,"Pittsburgh, PA",,"Highmark Health seeks a Data Scientist in Pittsburgh, PA to develop, coordinate, and manage analytics, models, health outcome studies and related forecasting,…"
,Kelly,3.9,"Sunnyvale, CA 94085",$65 an hour,"Responsibility of the contractor will also include mining internally available secondary data sources for real-world business insights.
Pay: $65 per hour."
,Medasource,4.5,"Madison, WI",$50 - $60 an hour,We are in search of an individual who using the Dynamics Test Registration Application (DTRA) data as well as data from other relevant data sources can identify…
,Noom Inc.,4.1,"New York, NY",,You are comfortable with at least “medium data” technologies and how to transcend the “memory bound” nature of most analytics tools.
Senior Data Analyst/Engineer,CyberCoders,3.3,"Meridian, ID 83642","$80,000 - $100,000 a year","You will be responsible for analyzing, creating and maintaining reports based on data reports and analytics.
Analyzing and creating reporting based on analytics…"
Machine Learning Engineer,Olive,3.3,"Columbus, OH 43215 (Downtown area)",,"The ideal candidate understands machine learning as well as software development best practices— from collecting and preprocessing data for training, validating…"
Computational Biologist / Bioinformatics Data Scientist,Novartis,4.1,"Cambridge, MA",,"Playing a key role in an interdisciplinary team of translational research/medical scientists, biologists and computational scientists."
Data Scientist,National Security Agency,4.2,"Fort Meade, MD","$102,663 - $157,709 a year","Relevant experience must be in designing/implementing machine learning, data mining, advanced analytical algorithms, programming, data science, advanced…"
,National Security Agency,4.2,"Fort Meade, MD","$102,663 - $157,709 a year","Relevant experience must be in designing/implementing machine learning, data mining, advanced analytical algorithms, programming, data science, advanced…"
"Sr. Data Analyst, Comp & Remediation",Comcast,3.7,"Philadelphia, PA 19103 (Logan Square area)",,"Extracts, manipulates, visualizes, and analyzes accurate, relevant, timely, and cohesive analytics for identified risk areas."
,Vaco,3.7,"Charlotte, NC","$120,000 a year","Work collectively with analytics product managers, data engineers, software developers, and analytics engineers to glean insights and needs from the business,…"
Sr. Data Analyst,Insight Global,4.0,"Franklin Lakes, NJ",$40 - $45 an hour,"General understanding of commercial operations management and customer master data.
Drive analytic and reporting solutions for customer data process efficiency."
Data Scientist,CyberCoders,3.3,"Durham, NC 27707","$110,000 - $130,000 a year","Data Scientist If you are a Data Scientist with experience, please read on! Top Reasons to Work with Us 1. We are an established organization in business for…"
Data Analyst/Scientist- Healthcare,"HCH Enterprises, LLC",3.8,"Cranston, RI 02920",,HCH Enterprises has immediate openings for Data Analysts to join our analytics team in support of the RI COVID-19 task force. This position will assist the…
Computer Vision / Image Processing - Data Scientist,CyberCoders,3.3,"Los Angeles, CA 90034",,"Computer Vision / Image Processing - Data Scientist If you are a Computer Vision / Image Processing - Data Scientist with experience, please read on! We are…"
,Brooksource,3.7,"Tampa, FL",$55 - $65 an hour,"Sr. Data Scientist 12 Month Contract – To – Hire St. Petersburg, Florida (Remote to start) In this role, you will support the organization with insights…"
Urgent! Data Scientist (Biotech/ Pharma),Kelly,3.9,"Cambridge, MA 02139 (Cambridgeport area)",$45 - $51 an hour,"Position title: Software Engineer ((Digital Team/Machine Learning) Shift: 1st; 8:00a.m. – 5:00p.m. Location: 40 Landsdowne Street, Cambridge, MA, 02139 ( …"
Data Scientist,Redstone Federal Credit Union,4.4,"Huntsville, AL",,"*_﻿Redstone Federal Credit Union is actively seeking a Data Scientist in Huntsville, AL today!_ About Us: * Redstone Federal Credit Union is a data-rich…"
Data Scientist,Acara Solutions,3.4,"Charlotte, NC",,"Acara Solutions is looking for a Data Scientist for a client in Charlotte, NC!! Develop and implement a proactive program of processes, and deliverables to…"
Data Scientist III,Ascent Services Group,3.8,"Broomfield, CO 80021",,"Job Req #: #: 20-07654 Job Description: Data Scientist III Location: Broomfield, CO Position Type: Year-long Contract My client is the second largest U.S.…"
Sr. Data Analyst,OpTech LLC,4.0,"Southfield, MI 48075",$37 - $44 an hour,"A brief description of the project or initiative. Include: * Deliver adhoc, Routine, group deliverables and audit deliverables * Create claims and membership…"
Senior Data Analyst,Medasource,4.5,"Madison, WI",$50 - $60 an hour,*Title: * Senior Data Analyst Client: State of Wisconsin Location: 100% Remote Our Midwest DHS client is currently in need of a Data Analyst to…
Senior Financial Data Analyst - SQL / Power BI,Vaco,3.7,"Louisville, KY",,"Financial Analysts, are you looking to grow your career by applying your expertise to more complex projects with some of the nation's top companies? Let Vaco…"
Data Scientist/Engineer,Seamless AI,,"Columbus, OH 43081",,"Columbus, Ohio Engineering - Full-Time Seamless.AI delivers the world's best sales leads. Maximize revenue, increase sales and acquire your total addressable…"
Property & Casualty Insurtech Data Scientist - PR11477,Pryor Executive Search,,"New York, NY",,Property & Casualty Insurtech Data Scientist opening in New York City. Use Machine Learning (ML) and Artificial Intelligence (AI) for P&C insurance pricing…
Data Scientist,Money Mart Financial Services,2.4,"Malvern, PA 19355",,"Company Description Money Mart Financial Services is a leading provider of financial services in North America. For 40 years, we have been committed to…"
Data Scientist,Randstad Professionals,3.7,"Cockeysville, MD 21030","$120,000 - $145,000 a year",job summary: Looking for your next opportunity in the midst of a public health crisis can be tough. Randstad can be a partner in figuring out your next move.…
"2021184 Data Scientest $170,000.00",B4CORP,,"Tysons, VA","Up to $2,000 a week","Experience using Python to manipulate data and draw insights from large data sets.
Experience using the statistical computer language Python to manipulate data…"
Data Scientist - 100% remote,Calance US,3.9,"Denver, CO",,The Data Scientist will co-develop advanced AI/ML and statistical models with a team of resident data scientists.
Mathematical Statistician,National Security Agency,4.2,"Fort Meade, MD","$72,351 - $90,157 a year","Entry is with a Bachelor's degree plus 3 years of relevant experience or a Master's degree plus 1 year of relevant experience, or a Doctoral degree and no…"
Data Analyst,Pensa Systems,,"Austin, TX",,The Data Analyst will be in charge of understanding and operationalising data delivery by sifting through data and providing reports and visualizations to…
Sr. Data Analyst,Hierarch Soft Technologies Inc,,"Chicago, IL",$55 - $60 an hour,Temporarily due to COVID-19.
Senior Data Analyst,Integrate Delivery INC,,"Des Moines, IA","$100,000 - $110,000 a year","Provide advanced analytical support for business operations in all or some of the following areas: claims, provider data, member data, clinical data, HEDIS,…"
"Research Data Scientist, Intern",Facebook,4.2,"Menlo Park, CA",,"We are applied quantitative and computational experts using math, statistics and machine learning to measure & optimize cost, performance, reliability and…"
"Sr. Data Scientist, CXS",Aristocrat Technologies,3.4,"Las Vegas, NV",,"Excellent organizational skills with the ability to manage multiple priorities.
Carefully check, debug and problem solve issues to ensure you deliver accurate…"
Senior Data Analyst,Talent Inc.,3.3,"New York, NY 10003 (Greenwich Village area)",,"You have a passionate relationship with big data and/or data mining.
You have expert knowledge of data presentation and visualization and experience in one or…"
Data and Policy Analyst - Statistical Programmer,Acumen LLC,3.6,"Washington, DC",,"At Acumen, LLC / The SPHERE Institute, Data and Policy Analysts provide analytical support for research and consulting projects for government and private…"
Data Science Fellow,The Data Incubator,3.3,United States,,"By the end of the program, you’ll have the skills and tools you need to become one of the leading data scientists of the future."
,Well Woven Inc.,,"New York, NY 10018 (Garment District area)",,"Deliver strategic data-driven insights on high ROI opportunities.
This person should not just be an Excel wizard, but also have experience with client…"
Senior Marketing Data Analyst,National Funding,3.3,"San Diego, CA 92121 (University City area)",,"3-7 years of experience in data analysis.
Builds recommendations by synthesizing data from multiple sources, developing assumptions where needed, to drive…"
Data Science Intern,Amazon.com Services LLC,3.6,"Seattle, WA",,"Experience in machine-learning methodologies (e.g., supervised and unsupervised learning, deep learning, etc.)."
,USAA,3.9,"La Coste, TX 78039",,"Applies predictive analytics, machine learning, simulation, and optimization techniques to generate management insights and enable customer-facing applications;…"
,Insight Global,4.0,"Lake Zurich, IL",$20 - $25 an hour,Ability to interpret large amounts of safety and quality-related data and recognize/identify potential health hazards (signal detection).
Software Developer / AI Developer,"Open Systems Technologies, Inc.",4.1,"Charlotte, NC 28202 (Downtown Charlotte area)",,"3+ years’ experience developing large scale, highly available distributed systems.
As a member of the A.I. team you will take an active role in the definition…"
,"ADNET Systems, Inc.",4.0,"Greenbelt, MD 20771",,"Experience visualizing scientific data or presentation of data for scientific purposes.
Position responsibilities will include (1) developing an understanding…"
"Sr. Analyst, Data Science for Payments",PayPal,3.9,"San Jose, CA 95131 (North San Jose area)",,"3+ years of relevant work experience in analyzing large, multi-dimensional data sets and synthesizing data insights into actionable recommendations."
Data Scientist,Event Dynamic,,"Dallas, TX 75219 (Oak Lawn area)",,This position will interface with the subject matter experts and machine learning team to communicate business impacts of technical decisions.
Data Scientist - Natural Language Processing,Emerald Resource Group,4.3,"Columbus, OH","$90,000 - $110,000 a year","*Natural Language Processing (NLP) project or dissertation experience needed.
Work with product, project, and technical owners.
Temporarily due to COVID-19."
Statistician/Data Scientist - On Site Job,Catapult Solutions Group,,"Irving, TX 75062 (Las Colinas Urban Center area)",$80 - $83 an hour,"Demonstrated experience in machine learning, in models such as neural nets.
This person will conduct in-depth mathematical analysis, look for actionable…"
,Kforce,3.8,"New York, NY 10013 (Tribeca area)",,Provide thought leadership in applying innovative machine learning techniques to solve complex data science problems.
Senior Data Scientist,Genworth,3.7,"Garner, NC 27529",,Genworth Mortgage Insurance is looking for motivated and talented individuals with a background in data and analytics to work on insurance focused analytics…
,Catapult Solutions Group,,"Irving, TX 75062 (Las Colinas Urban Center area)",$80 - $83 an hour,"Demonstrated experience in machine learning, in models such as neural nets.
This person will conduct in-depth mathematical analysis, look for actionable…"
,Procom,3.6,"Tampa, FL",,"Ensure project deliverables are documented according to required procedures and standards.
Understanding of the project life cycle, both waterfall and agile…"
,Horizon Health,3.2,"Lewisville, TX",,"Uses descriptive, inferential, prescriptive, and predictive statistical/data science techniques to analyze behavioral health outcomes and clinical data in…"
"Data Scientist, Senior Consultant",Guidehouse,3.4,"Arnold, MO 63010",,"This high performing team works with clients to implement the full spectrum of data analytics and data science, from data querying and data wrangling, to data…"
,PayPal,3.9,"San Jose, CA 95131 (North San Jose area)",,"Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and…"
,GEICO,3.5,"Chevy Chase, MD",,"O Exposure to QLIK or other data visualization tools.
O Strong SQL, data mapping, and data profiling skills.
O Experience in developing test plans and scenarios…"
Data Scientist,Horizon Health,3.2,"Lewisville, TX",,"Uses descriptive, inferential, prescriptive, and predictive statistical/data science techniques to analyze behavioral health outcomes and clinical data in…"
,PayPal,3.9,"San Jose, CA 95131 (North San Jose area)",,Identify new risk patterns through data mining • Communicate complex concepts and the results of the analyses in a clear and effective manner through creative…
Clinical Data Scientist,Kelly,3.9,"Lawrenceville, NJ 08648",$70 an hour,"Review clinical data from ongoing studies to ensure scientific quality.
Submit clinical contributions to clinical study reports (CSRs) and clinical portions of…"
,International Financial Group (IFG),3.2,"Chicago, IL 60613 (Uptown area)","$80,000 - $85,000 a year","Proficiency with sophisticated analytics tools and programming languages (SAS, R, Python, Java, Spark, Hadoop, Alteryx, SQL); proficiency with data…"
,Brinks Home Security,3.4,"Farmers Branch, TX",,"Utilize data visualization tools to translate complicated data concepts into actionable insights.
Fulfill ad-hoc analytics requests and provide the operations…"
Data Scientist I,Tekruiting,,"Santa Clara, CA 95050",,Data Scientist I (DS) is responsible for supporting the execution of data analysis to help demonstrate clinical and health economics value of diagnostics using…
,SPECTRUM,3.4,"Maryland Heights, MO 63043",,The role is responsible for data collection and aggregation while applying standard data mining practices in order to deliver analytics insights to support all…
Data Scientist Internship (Undergraduate and Graduate),CVS Health,3.3,"New York, NY 10013 (SoHo area)",,"We’re focused on creating new opportunities that drive transformation in areas such as digital health, member behavior change, provider efficiency, clinical…"
Principal Data Scientist and Machine Learning Engineer,Medtronic,3.9,"Tempe, AZ 85281",,"Develop data science applications for visual inspection, anomaly detection, predictive maintenance, root cause analysis etc. using computer vision, machine…"
AI/ML Scientist,General Motors,4.1,"Warren, MI",,"Applying machine learning methodology, with emphasis on applying and integrating machine learning with traditional analytic methods."
Research Intern - Deep Learning,Microsoft,4.2,"Redmond, WA",,"Our researchers and engineers pursue innovation in a range of scientific and technical disciplines to help solve complex challenges in diverse fields, including…"
