,title,company,rating,location,salary,summary
6175,"Software Engineer, Machine Learning",GeekSeek,,Remote,$50 - $65 an hour,"Understanding of data structures, data modeling and software architecture.
Develop machine learning applications according to requirements."
6176,ML ENGINEER - 6 MONTH CONTRACT,Harnham,4.6,"San Francisco, CA",$100 an hour,"Automate manual data flows for repeated use and scalability within Spark.
This role focuses on design, creating, coding, and testing models ."
6177,Data Scientist III,Ascent Services Group,3.8,"Broomfield, CO 80021",,"Data scientists use data and analytical ability to find and interpret rich data sources; manage large amounts of data despite hardware, software, and bandwidth…"
6178,BHJOB15656_15411 - Machine Learning (ML) and Data Science En...,Myticas Consulting,,"Chicago, IL",,"Experience with data structures, data modeling, and model evaluation.
Experience with standard ML algorithms covering supervised-learning, unsupervised-learning…"
6179,GD123 AI/Machine Learning Technologist/Data Scientist for Ea...,"ADNET Systems, Inc.",4.0,"Greenbelt, MD 20771",,"Experience visualizing scientific data or presentation of data for scientific purposes.
Position responsibilities will include (1) developing an understanding…"
6180,Data Scientist Intern,Henkel,3.9,"Irvine, CA 92614 (Business District area)",,"Data scientist intern position starting in Spring 2021 at our Irvine, CA office.
Bachelor's degree in Chemistry and/or Chemical Engineering with 1+ years of…"
6181,TSR Data Scientist,Xator Corporation,3.6,"Denver, CO 80222 (Southeastern Denver area)",,"The successful individual will perform end-to-end systems engineering for data flows from the perspective of data format, implementation, and support."
6182,Sr. Product Data Scientist II,Ursus,,"Menlo Park, CA 94025",,"Apply your expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers and understand how our employees interact…"
6183,,Fidelity TalentSource,3.8,"Boston, MA 02210 (South Boston area)",,"Our team of high caliber scientists, mathematicians and statisticians use rigorous quantitative approaches to ensure that we are efficiently building algorithms…"
6184,Lead Information and Data Architect,"Red Cedar Consultancy, LLC",,"McLean, VA 22102","From $150,000 a year","Candidate will have demonstrated capability in providing information and data architectural support services across solution architecture, segment architecture,…"
6185,Data Scientist,CyberCoders,3.3,"Durham, NC 27707","$110,000 - $130,000 a year","Utilize logistics data and machine learning to improve logistics efficiency.
Bachelor's Degree in Computer Science, Statistics, Mathematics, or another relevant…"
6186,Atmospheric Data Scientist (Python),CyberCoders,3.3,"Denver, CO 80238","$100,000 - $130,000 a year",Using scientific data processing skill set to develop the next generation of atmospheric radio-occultation processing software.
6187,ML ENGINEER - 6 MONTH CONTRACT,Harnham,4.6,"San Francisco, CA",$100 an hour,"Automate manual data flows for repeated use and scalability within Spark.
This role focuses on design, creating, coding, and testing models ."
6188,NLP Data Engineer,Harnham,4.6,"New York, NY","$130,000 a year","Querying the DB for data analytics team using SQL.
Commercial experience designing and building data pipelines.
THE ROLE - NLP Data Engineer."
6189,Data Scientist/Data Analyst,Kaygen,3.2,"Costa Mesa, CA 92626",$70 - $75 an hour,"Holistic and end to end approach to data, including querying, aggregation, deep analysis, visualization and models; communicate and present findings/actionable…"
6190,Senior Financial Data Analyst - SQL / Power BI,Vaco,3.7,"Louisville, KY",,"As a Financial Analyst, you will conduct analysis of divisional and department performance as well as prepare any special financial studies that may be needed."
6191,Data Scientist-Junior,Perspecta,3.3,"Washington, DC 20022",,"Data science and data engineering support is needed to help manage and execute the ingest (extract, transform and load (ETL) operations), parsing, data…"
6192,GD123 AI/Machine Learning Technologist/Data Scientist for Ea...,"ADNET Systems, Inc.",4.0,"Greenbelt, MD 20771",,"Experience visualizing scientific data or presentation of data for scientific purposes.
Position responsibilities will include (1) developing an understanding…"
6193,Research Data Scientist,Intelligent Automation,4.0,"Rockville, MD",,"IAI is looking for a talented research scientist to contribute to research and development efforts in machine learning, graph theory, and scientific software…"
6194,Senior Data Scientist - Permanent Full Time,Veritas Partners,,"Cockeysville, MD 21030","$131,000 - $150,000 a year","Extract meaningful statistics and other data characteristics using time series forecasting as well as a variety of approaches including statistical analysis,…"
6195,Data Scientist II - Permanent Full Time Opportunity,Veritas Partners,,"Cockeysville, MD 21030","$100,000 - $135,000 a year","3+ years of data taxonomy, BI, data migration or data lake integration experience.
Perform machine learning for enriching content.
Temporarily due to COVID-19."
6196,NLP Data Engineer,Harnham,4.6,"New York, NY","$130,000 a year","Querying the DB for data analytics team using SQL.
Commercial experience designing and building data pipelines.
THE ROLE - NLP Data Engineer."
6197,Data Scientist,CyberCoders,3.3,"San Francisco, CA",,"Collaborate, learn, share, and brainstorm with other data scientists.
You've got experience with statistical modeling/applied machine learning with a focus on…"
6198,Data Scientist @ Gaming Leader,Aquent,4.0,"Redmond, WA",,"Collaborates with database engineers and other scientists to develop, refine, and scale data management and analytics procedures, systems, workflows, best…"
6199,Data Scientist/Data Analyst,Kaygen,3.2,"Costa Mesa, CA 92626",$70 - $75 an hour,"Holistic and end to end approach to data, including querying, aggregation, deep analysis, visualization and models; communicate and present findings/actionable…"
6200,,The Mom Project,,"Sunnyvale, CA",$97.75 an hour,"Develops technical tools and programming that leverage artificial intelligence, machine learning and big-data techniques to cleanse, organize and transform data…"
6201,Architect - Data Scientist (Sr.),"Quadrant, Inc.",3.9,"Springfield, VA 22153",,Experience in developing machine learning models and applying advanced analytics solutions to solve complex business problems.
6202,Data Scientist/Engineer,Seamless AI,,"Columbus, OH 43081",,"Work together with engineers, technical project managers, and subject matter experts, to gather requirements and improve our customer experience using machine…"
6203,Acquisition Support Analyst / Data Scientist,RavenTek,2.0,"Washington, DC 20002 (Capitol Hill area)",,"Able to perform scientific research, scientific writing, and editing, including the writing and editing of project products to established government standards…"
6204,Statistical Analyst,Hire Quest Employment Services,,"Edwardsville, IL 62025",$20 - $23 an hour,"Extensive Data Entry, Excel and in depth spreadsheet knowledge is a must!!"
6205,GD123 AI/Machine Learning Technologist/Data Scientist for Ea...,"ADNET Systems, Inc.",4.0,"Greenbelt, MD 20771",,"Experience visualizing scientific data or presentation of data for scientific purposes.
Position responsibilities will include (1) developing an understanding…"
6206,Risk Decision Scientist,PayPal,3.9,"San Jose, CA 95131 (North San Jose area)",,"Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and…"
6207,Data Scientist Intern,Henkel,3.9,"Irvine, CA 92614 (Business District area)",,"Data scientist intern position starting in Spring 2021 at our Irvine, CA office.
Bachelor's degree in Chemistry and/or Chemical Engineering with 1+ years of…"
6208,Principal Data Scientist,The Finders,,"Scottsdale, AZ 85255 (North Scottsdale area)",,"Passion for work on advanced analytics areas (i.e. deep learning and complex statistical data analysis).
5+ years of relevant work experience in data analysis…"
6209,Lead Data Scientist,PayPal,3.9,"San Jose, CA 95131 (North San Jose area)",,Identify new risk patterns through data mining • Communicate complex concepts and the results of the analyses in a clear and effective manner through creative…
6210,Business Data Analyst - Senior - 297636,Procom,3.6,"Tampa, FL",,"Ensure project deliverables are documented according to required procedures and standards.
Understanding of the project life cycle, both waterfall and agile…"
6211,,APR Consulting Inc,4.2,"Melbourne, FL",$48 - $52 an hour,"5+ years of experience working with data analytics techniques and frameworks.
3+ years of experience working with data analytics techniques and frameworks."
6212,Senior Data Analyst - SQL,International Financial Group (IFG),3.2,"Chicago, IL 60613 (Uptown area)","$80,000 - $85,000 a year","Proficiency with sophisticated analytics tools and programming languages (SAS, R, Python, Java, Spark, Hadoop, Alteryx, SQL); proficiency with data…"
6213,Data Scientist,Event Dynamic,,"Dallas, TX 75219 (Oak Lawn area)",,This position will interface with the subject matter experts and machine learning team to communicate business impacts of technical decisions.
6214,Data Scientist,Vaco,3.7,"Charlotte, NC","$120,000 a year","Work collectively with analytics product managers, data engineers, software developers, and analytics engineers to glean insights and needs from the business,…"
6215,Data Scientist - Natural Language Processing,Emerald Resource Group,4.3,"Columbus, OH","$90,000 - $110,000 a year","*Natural Language Processing (NLP) project or dissertation experience needed.
Work with product, project, and technical owners.
Temporarily due to COVID-19."
6216,Senior Data Scientist,Selby Jennings,4.2,Virginia,,"Data mining, machine learning, statistical modeling tools and underlying algorithms.
Employ a deep command of data science modeling techniques and statistics,…"
6217,Lead Information and Data Architect,"Red Cedar Consultancy, LLC",,"McLean, VA 22102","From $150,000 a year","Candidate will have demonstrated capability in providing information and data architectural support services across solution architecture, segment architecture,…"
6218,Data Scientist,Staffing Resource Group,,"McLean, VA 22102","$150,000 - $160,000 a year","Technical expertise regarding data models, database design and development, data mining and segmentation techniques.
Machine Learning: 1 year (Preferred)."
6219,Sr. Data Analyst,OpTech LLC,4.0,"Southfield, MI 48075",$37 - $44 an hour,"Experience with health insurance claims and enrollment.
Top 3 Required Skills/Experience – The most important must-have skills.
4 Years Of SAS experience."
6220,ML ENGINEER - 6 MONTH CONTRACT,Harnham,4.6,"San Francisco, CA",$100 an hour,"Automate manual data flows for repeated use and scalability within Spark.
This role focuses on design, creating, coding, and testing models ."
6221,Senior Data Analyst,Medasource,4.5,"Madison, WI",$50 - $60 an hour,We are in search of an individual who using the Dynamics Test Registration Application (DTRA) data as well as data from other relevant data sources can identify…
6222,Data Scientist-Junior,Perspecta,3.3,"Washington, DC 20022",,"Data science and data engineering support is needed to help manage and execute the ingest (extract, transform and load (ETL) operations), parsing, data…"
6223,Property & Casualty Insurtech Data Scientist - PR11477,Pryor Executive Search,,"New York, NY",,"Property & Casualty Insurtech Data Scientist opening in New York City.
Use Machine Learning (ML) and Artificial Intelligence (AI) for P&C insurance pricing…"
6224,Data Scientist,Money Mart Financial Services,2.4,"Malvern, PA 19355",,"Minimum 5 years of experience using SQL, R, Python, Xeno, MatLab, or similar data-mining and analytics applications.
Proficient in Excel, Word, and PowerPoint."
6225,Senior Data Scientist - Permanent Full Time,Veritas Partners,,"Cockeysville, MD 21030","$131,000 - $150,000 a year","Extract meaningful statistics and other data characteristics using time series forecasting as well as a variety of approaches including statistical analysis,…"
6226,Research Data Scientist,Intelligent Automation,4.0,"Rockville, MD",,"IAI is looking for a talented research scientist to contribute to research and development efforts in machine learning, graph theory, and scientific software…"
6227,Property & Casualty Insurance Data Scientist - PR11478,Pryor Executive Search,,"New York, NY",,"Property & Casualty Insurance Data Scientist opening in New York City.
Use Python to design Machine Learning (ML) and Artificial Intelligence (AI) models for P…"
6228,Support Scientist Ocean Data Assimilation (UFS),IMSG/NOAA,,"College Park, MD",,The candidate will work with EMC scientists and external collaborators to develop the marine and coupled data assimilation capabilities for use in the UFS.
6229,Data Scientist/Machine Learning Engineer (Temp-to-Perm),Lenox Executive Search,,"Cambridge, MA 02139 (Cambridgeport area)",,"We are looking for smart, data driven, creative data scientists and machine learning engineers capable for applying artificial intelligence and machine learning…"
6230,Data Scientist - Oncology Infusion Program (Information Serv...,"Jefferson - Center City, Philadelphia, PA",3.9,"Philadelphia, PA 19107 (City Center East area)",,"Also provides analytic consulting support outcome and quality research, population health, clinical and academic research, internal clinical and operational…"
6231,Data Scientist - Defense & Intelligence,Elder Research Inc,,"Arlington, VA 22201 (Colonial Village area)",,"Trying different predictive modeling approaches to identify the best fit for a given set of business understanding, available data, and project timeline."
6232,,Perspecta,3.3,"Washington, DC 20022",,"Data science and data engineering support is needed to help manage and execute the ingest (extract, transform and load (ETL) operations), parsing, data…"
6233,Data Scientist Intern,Henkel,3.9,"Irvine, CA 92614 (Business District area)",,"Data scientist intern position starting in Spring 2021 at our Irvine, CA office.
Bachelor's degree in Chemistry and/or Chemical Engineering with 1+ years of…"
6234,Senior Data Scientist,Memorial Sloan-Kettering Cancer Center,4.2,"New York, NY 10017 (Midtown area)",,"We're looking for a thoughtful, out-of-the-box developer who is no stranger to leveraging advanced NLP techniques for achieving operational and business needs."
6235,Principal Data Scientist,The Finders,,"Scottsdale, AZ 85255 (North Scottsdale area)",,"Passion for work on advanced analytics areas (i.e. deep learning and complex statistical data analysis).
5+ years of relevant work experience in data analysis…"
6236,Data Science Consultant,Tailored Management,3.9,"St. Louis, MO 63121",$44 - $72 an hour,"Responsible for the extraction and analysis of health care information regarding network utilization, cost containment and clinical quality information."
6237,Lead Data Scientist,PayPal,3.9,"San Jose, CA 95131 (North San Jose area)",,Identify new risk patterns through data mining • Communicate complex concepts and the results of the analyses in a clear and effective manner through creative…
6238,Senior Data Scientist - Permanent Full Time,Veritas Partners,,"Cockeysville, MD 21030","$131,000 - $150,000 a year","Extract meaningful statistics and other data characteristics using time series forecasting as well as a variety of approaches including statistical analysis,…"
6239,Data Scientist II - Permanent Full Time Opportunity,Veritas Partners,,"Cockeysville, MD 21030","$100,000 - $135,000 a year","3+ years of data taxonomy, BI, data migration or data lake integration experience.
Perform machine learning for enriching content.
Temporarily due to COVID-19."
6240,Business Data Analyst - Senior - 297636,Procom,3.6,"Tampa, FL",,"Ensure project deliverables are documented according to required procedures and standards.
Understanding of the project life cycle, both waterfall and agile…"
6241,,Fidelity TalentSource,3.8,"Boston, MA 02210 (South Boston area)",,"This is a multi-disciplinary role requiring both expert model-building and software engineering skills, so the successful candidate will be capable of…"
6242,VP of Technology (NLP/Machine Learning/Data Science),"The ACI Group, Inc.",,"Elkridge, MD","Up to $200,000 a year",They have developed world class NLP software coupled with deep learning algorithms to enable the systems to rapidly generate codes and other data which can be…
6243,Machine Learning Senior Data Scientist,CodaMetrix,,"Boston, MA 02116 (Back Bay area)",,"The machine learning team is responsible for the invention, analysis, and deployment of new machine learning techniques using healthcare data to improve…"
6244,Senior Data Scientist,CyberCoders,3.3,"Alexandria, VA 22302 (Fairlington-Bradlee area)","$150,000 - $175,000 a year","Contribute to the development of data pipelines.
5+ years of experience in data science.
Nice to have: experience with Spark or other big data framework."
6245,JS Data Manipulation + Visualization in Agriculture and Scie...,Our Sci LLC,,Michigan,"$35,000 - $60,000 a year","Experience in data visualization using D3 or related libraries.
We are seeking someone to support front-end development for surveystack.io and to work with…"
6246,Senior Data Science Consultant,Raft,,Remote,$100 - $130 an hour,"Professional experience with decision analysis and machine learning (ML) algorithms implemented in a Cloud Native environment.
Data Science: 5 years (Required)."
6247,Sr. Data Analyst,OpTech LLC,4.0,"Southfield, MI 48075",$37 - $44 an hour,"Experience with health insurance claims and enrollment.
Top 3 Required Skills/Experience – The most important must-have skills.
4 Years Of SAS experience."
6248,Senior Data Analyst,Calculated Hire,,"Weehawken, NJ 07086",$30 - $35 an hour,"3 years of professional experience analyzing, evaluating, and interpreting complex data; innate intellectual curiosity.
Must reside in Greater New York area ."
6249,Machine Learning Engineer,"Lucas Associates, Inc.",3.8,"Coconut Creek, FL 33073",,"Build an API monitoring solution to gauge performance and data capture.
Ability to squeeze more performance and data out of APIs.
Deploying to Azure via Docker."
6250,Data Scientist/Machine Learning Engineer (Temp-to-Perm),Lenox Executive Search,,"Cambridge, MA 02139 (Cambridgeport area)",,"We are looking for smart, data driven, creative data scientists and machine learning engineers capable for applying artificial intelligence and machine learning…"
6251,Data Scientist,Randstad Professionals,3.7,"Cockeysville, MD 21030","$120,000 - $145,000 a year","At least 3 years of experience with data migration, BI, data taxonomy, or data lake integration.
Conducting machine learning to improve content."
6252,Data Scientist @ Gaming Leader,Aquent,4.0,"Redmond, WA",,"Collaborates with database engineers and other scientists to develop, refine, and scale data management and analytics procedures, systems, workflows, best…"
6253,Principal Data Scientist,The Finders,,"Scottsdale, AZ 85255 (North Scottsdale area)",,"Passion for work on advanced analytics areas (i.e. deep learning and complex statistical data analysis).
5+ years of relevant work experience in data analysis…"
6254,Statistical Analyst,Hire Quest Employment Services,,"Edwardsville, IL 62025",$20 - $23 an hour,"Extensive Data Entry, Excel and in depth spreadsheet knowledge is a must!!"
6255,"Sr. Analyst, Data Science for Payments",PayPal,3.9,"San Jose, CA 95131 (North San Jose area)",,"3+ years of relevant work experience in analyzing large, multi-dimensional data sets and synthesizing data insights into actionable recommendations."
6256,Machine Learning Engineer,Olive,3.3,"Columbus, OH 43215 (Downtown area)",,"The ideal candidate understands machine learning as well as software development best practices— from collecting and preprocessing data for training, validating…"
6257,Senior Data Scientist,CyberCoders,3.3,"Oakland, CA 94601 (Harrington area)",,"Collaborate, learn, share, and brainstorm with other data scientists.
You've got experience with statistical modeling/applied machine learning with a focus on…"
6258,ML ENGINEER - 6 MONTH CONTRACT,Harnham,4.6,"San Francisco, CA",$100 an hour,"Automate manual data flows for repeated use and scalability within Spark.
This role focuses on design, creating, coding, and testing models ."
6259,Machine Learning Engineer - Computer Vision,CyberCoders,3.3,"Denver, CO 80110",,"Machine Learning Engineer - Computer Vision.
Position: Machine Learning Engineer with Computer Vision experience.
Develop, test, and update ML algorithms."
6260,Research Data Scientist,Intelligent Automation,4.0,"Rockville, MD",,"IAI is looking for a talented research scientist to contribute to research and development efforts in machine learning, graph theory, and scientific software…"
6261,Applied Scientist,Robert Half,3.9,"Seattle, WA 98121 (Belltown area)",,"BS or advanced degree (Microsoft or PhD preferred) in computational linguistics, machine learning, statistics, computer science, engineering, or related…"
6262,Data Scientist/Engineer,Seamless AI,,"Columbus, OH 43081",,"Work together with engineers, technical project managers, and subject matter experts, to gather requirements and improve our customer experience using machine…"
6263,,Perspecta,3.3,"Washington, DC 20022",,"Data science and data engineering support is needed to help manage and execute the ingest (extract, transform and load (ETL) operations), parsing, data…"
6264,GD123 AI/Machine Learning Technologist/Data Scientist for Ea...,"ADNET Systems, Inc.",4.0,"Greenbelt, MD 20771",,"Experience visualizing scientific data or presentation of data for scientific purposes.
Position responsibilities will include (1) developing an understanding…"
6265,Data Scientist,Insight Global,4.0,"Lake Zurich, IL",$20 - $25 an hour,Ability to interpret large amounts of safety and quality-related data and recognize/identify potential health hazards (signal detection).
6266,Data Scientist II - Permanent Full Time Opportunity,Veritas Partners,,"Cockeysville, MD 21030","$100,000 - $135,000 a year","3+ years of data taxonomy, BI, data migration or data lake integration experience.
Perform machine learning for enriching content.
Temporarily due to COVID-19."
6267,Data Scientist,Randstad Professionals,3.7,"Cockeysville, MD 21030","$120,000 - $145,000 a year","At least 3 years of experience with data migration, BI, data taxonomy, or data lake integration.
Conducting machine learning to improve content."
6268,Data Scientist Intern,Henkel,3.9,"Irvine, CA 92614 (Business District area)",,"Data scientist intern position starting in Spring 2021 at our Irvine, CA office.
Bachelor's degree in Chemistry and/or Chemical Engineering with 1+ years of…"
6269,Support Scientist Ocean Data Assimilation (UFS),IMSG/NOAA,,"College Park, MD",,The candidate will work with EMC scientists and external collaborators to develop the marine and coupled data assimilation capabilities for use in the UFS.
6270,Sr. Machine Learning Scientist,"Technosphere, Inc.",4.3,"Tampa, FL 33647 (West Meadows area)",,Related keywords: machine learning ML artificial intelligence python pytorch tensorflow tensor flow deep learning scientist specialist analyst senior data…
6271,Deep Learning Scientist,Harnham,4.6,"Cincinnati, OH","$120,000 a year",You will be working with other engineers and the computer vision team on a data driven approach to solving problems on a project to project base.
6272,Data Scientist,Redstone Federal Credit Union,4.4,"Huntsville, AL",,"5+ years' responsible business domain experience in applied machine learning and decision optimization.
Data scientist: 5 years (Preferred)."
6273,"Software Engineer, Machine Learning",GeekSeek,,Remote,$50 - $65 an hour,"Understanding of data structures, data modeling and software architecture.
Develop machine learning applications according to requirements."
6274,,OpTech LLC,4.0,"Southfield, MI 48075",$37 - $44 an hour,"Experience with health insurance claims and enrollment.
Top 3 Required Skills/Experience – The most important must-have skills.
4 Years Of SAS experience."
6275,Senior Data Scientist,CyberCoders,3.3,"Alexandria, VA 22302 (Fairlington-Bradlee area)","$150,000 - $175,000 a year","Contribute to the development of data pipelines.
5+ years of experience in data science.
Nice to have: experience with Spark or other big data framework."
6276,Data Scientist @ Gaming Leader,Aquent,4.0,"Redmond, WA",,"Collaborates with database engineers and other scientists to develop, refine, and scale data management and analytics procedures, systems, workflows, best…"
6277,Senior Financial Data Analyst - SQL / Power BI,Vaco,3.7,"Louisville, KY",,"As a Financial Analyst, you will conduct analysis of divisional and department performance as well as prepare any special financial studies that may be needed."
6278,Architect - Data Scientist (Sr.),"Quadrant, Inc.",3.9,"Springfield, VA 22153",,Experience in developing machine learning models and applying advanced analytics solutions to solve complex business problems.
6279,Machine Learning Engineer,"Lucas Associates, Inc.",3.8,"Coconut Creek, FL 33073",,"Build an API monitoring solution to gauge performance and data capture.
Ability to squeeze more performance and data out of APIs.
Deploying to Azure via Docker."
6280,Data Scientist,Money Mart Financial Services,2.4,"Malvern, PA 19355",,"Minimum 5 years of experience using SQL, R, Python, Xeno, MatLab, or similar data-mining and analytics applications.
Proficient in Excel, Word, and PowerPoint."
6281,GD123 AI/Machine Learning Technologist/Data Scientist for Ea...,"ADNET Systems, Inc.",4.0,"Greenbelt, MD 20771",,"Experience visualizing scientific data or presentation of data for scientific purposes.
Position responsibilities will include (1) developing an understanding…"
6282,Property & Casualty Insurance Data Scientist - PR11478,Pryor Executive Search,,"New York, NY",,"Property & Casualty Insurance Data Scientist opening in New York City.
Use Python to design Machine Learning (ML) and Artificial Intelligence (AI) models for P…"
6283,Data Scientist-Journeyman,Perspecta,3.3,"Washington, DC 20022",,"Data science and data engineering support is needed to help manage and execute the ingest (extract, transform and load (ETL) operations), parsing, data…"
6284,Senior Data Scientist - Permanent Full Time,Veritas Partners,,"Cockeysville, MD 21030","$131,000 - $150,000 a year","Extract meaningful statistics and other data characteristics using time series forecasting as well as a variety of approaches including statistical analysis,…"
6285,Data Scientist II - Permanent Full Time Opportunity,Veritas Partners,,"Cockeysville, MD 21030","$100,000 - $135,000 a year","3+ years of data taxonomy, BI, data migration or data lake integration experience.
Perform machine learning for enriching content.
Temporarily due to COVID-19."
6286,Lead Data Scientist,Access Staffing,3.8,"New York, NY 10017 (Murray Hill area)",,"Familiarity with and ability to apply the following concepts to solve data problems; natural language processing, machine learning, conceptual modeling,…"
6287,,Myticas Consulting,,"Chicago, IL",,"Experience with data structures, data modeling, and model evaluation.
Experience with standard ML algorithms covering supervised-learning, unsupervised-learning…"
6288,Data Scientist @ Gaming Leader,Aquent,4.0,"Redmond, WA",,"Collaborates with database engineers and other scientists to develop, refine, and scale data management and analytics procedures, systems, workflows, best…"
6289,Senior Financial Data Analyst - SQL / Power BI,Vaco,3.7,"Louisville, KY",,"As a Financial Analyst, you will conduct analysis of divisional and department performance as well as prepare any special financial studies that may be needed."
6290,Senior Data Analyst,Calculated Hire,,"Weehawken, NJ 07086",$30 - $35 an hour,"3 years of professional experience analyzing, evaluating, and interpreting complex data; innate intellectual curiosity.
Must reside in Greater New York area ."
6291,Architect - Data Scientist (Sr.),"Quadrant, Inc.",3.9,"Springfield, VA 22153",,Experience in developing machine learning models and applying advanced analytics solutions to solve complex business problems.
6292,Acquisition Support Analyst / Data Scientist,RavenTek,2.0,"Washington, DC 20002 (Capitol Hill area)",,"Able to perform scientific research, scientific writing, and editing, including the writing and editing of project products to established government standards…"
6293,Senior Data Scientist,Cognizant Technology Solutions,3.9,"Collegeville, PA 19426",,"Data, identifying gaps, issues, patterns and trends Analyze.
- Utilise a scientific and pragmatic approach.
Data processing systems and Data Warehouse."
6294,GD123 AI/Machine Learning Technologist/Data Scientist for Ea...,"ADNET Systems, Inc.",4.0,"Greenbelt, MD 20771",,"Experience visualizing scientific data or presentation of data for scientific purposes.
Position responsibilities will include (1) developing an understanding…"
6295,Research Data Scientist,Intelligent Automation,4.0,"Rockville, MD",,"IAI is looking for a talented research scientist to contribute to research and development efforts in machine learning, graph theory, and scientific software…"
6296,Support Scientist Ocean Data Assimilation (UFS),IMSG/NOAA,,"College Park, MD",,The candidate will work with EMC scientists and external collaborators to develop the marine and coupled data assimilation capabilities for use in the UFS.
6297,Data Scientist Intern,Henkel,3.9,"Irvine, CA 92614 (Business District area)",,"Data scientist intern position starting in Spring 2021 at our Irvine, CA office.
Bachelor's degree in Chemistry and/or Chemical Engineering with 1+ years of…"
6298,Principal Data Scientist,The Finders,,"Scottsdale, AZ 85255 (North Scottsdale area)",,"Passion for work on advanced analytics areas (i.e. deep learning and complex statistical data analysis).
5+ years of relevant work experience in data analysis…"
6299,Lead Data Scientist,PayPal,3.9,"San Jose, CA 95131 (North San Jose area)",,Identify new risk patterns through data mining • Communicate complex concepts and the results of the analyses in a clear and effective manner through creative…
6300,Senior Data Scientist - Permanent Full Time,Veritas Partners,,"Cockeysville, MD 21030","$131,000 - $150,000 a year","Extract meaningful statistics and other data characteristics using time series forecasting as well as a variety of approaches including statistical analysis,…"
6301,Sr. Product Data Scientist II,Ursus,,"Menlo Park, CA 94025",,"Apply your expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers and understand how our employees interact…"
6302,,APR Consulting Inc,4.2,"Melbourne, FL",$48 - $52 an hour,"5+ years of experience working with data analytics techniques and frameworks.
3+ years of experience working with data analytics techniques and frameworks."
6303,Data Scientist,Event Dynamic,,"Dallas, TX 75219 (Oak Lawn area)",,This position will interface with the subject matter experts and machine learning team to communicate business impacts of technical decisions.
6304,Data Scientist,Vaco,3.7,"Charlotte, NC","$120,000 a year","Work collectively with analytics product managers, data engineers, software developers, and analytics engineers to glean insights and needs from the business,…"
6305,Senior Data Science Consultant,Raft,,Remote,$100 - $130 an hour,"Professional experience with decision analysis and machine learning (ML) algorithms implemented in a Cloud Native environment.
Data Science: 5 years (Required)."
6306,Data Scientist,CyberCoders,3.3,"Durham, NC 27707","$110,000 - $130,000 a year","Utilize logistics data and machine learning to improve logistics efficiency.
Bachelor's Degree in Computer Science, Statistics, Mathematics, or another relevant…"
6307,Senior Data Scientist,Brooksource,3.7,"Tampa, FL",$55 - $65 an hour,"Apply strong expertise in machine-learning, data mining, and information retrieval to design, prototype and build the next generation analytics engine and…"
6308,Atmospheric Data Scientist (Python),CyberCoders,3.3,"Denver, CO 80238","$100,000 - $130,000 a year",Using scientific data processing skill set to develop the next generation of atmospheric radio-occultation processing software.
6309,Data Scientist III,Ascent Services Group,3.8,"Broomfield, CO 80021",,"Data scientists use data and analytical ability to find and interpret rich data sources; manage large amounts of data despite hardware, software, and bandwidth…"
6310,Data Scientist,Redstone Federal Credit Union,4.4,"Huntsville, AL",,"5+ years' responsible business domain experience in applied machine learning and decision optimization.
Data scientist: 5 years (Preferred)."
6311,"Software Engineer, Machine Learning",GeekSeek,,Remote,$50 - $65 an hour,"Understanding of data structures, data modeling and software architecture.
Develop machine learning applications according to requirements."
6312,Data Scientist/Data Analyst,Kaygen,3.2,"Costa Mesa, CA 92626",$70 - $75 an hour,"Holistic and end to end approach to data, including querying, aggregation, deep analysis, visualization and models; communicate and present findings/actionable…"
6313,Data Scientist,Randstad Professionals,3.7,"Cockeysville, MD 21030","$120,000 - $145,000 a year","At least 3 years of experience with data migration, BI, data taxonomy, or data lake integration.
Conducting machine learning to improve content."
6314,Senior Data Scientist - Permanent Full Time,Veritas Partners,,"Cockeysville, MD 21030","$131,000 - $150,000 a year","Extract meaningful statistics and other data characteristics using time series forecasting as well as a variety of approaches including statistical analysis,…"
6315,Data Scientist II - Permanent Full Time Opportunity,Veritas Partners,,"Cockeysville, MD 21030","$100,000 - $135,000 a year","3+ years of data taxonomy, BI, data migration or data lake integration experience.
Perform machine learning for enriching content.
Temporarily due to COVID-19."
6316,,Vaco,3.7,"Louisville, KY",,"As a Financial Analyst, you will conduct analysis of divisional and department performance as well as prepare any special financial studies that may be needed."
6317,Senior Data Scientist,CyberCoders,3.3,"Chicago, IL 60604 (Loop area)","$110,000 - $125,000 a year","5+ years in data mining, database marketing, marketing analytics, or statistical modeling.
Experience using analytics or data science at an E."
6318,Senior Data Analyst,Calculated Hire,,"Weehawken, NJ 07086",$30 - $35 an hour,"3 years of professional experience analyzing, evaluating, and interpreting complex data; innate intellectual curiosity.
Must reside in Greater New York area ."
6319,Data Scientist/Engineer,Seamless AI,,"Columbus, OH 43081",,"Work together with engineers, technical project managers, and subject matter experts, to gather requirements and improve our customer experience using machine…"
6320,Data Scientist/SR Analyst- Marketing,Acara Solutions,3.4,"Chicago, IL",,"Experience in Regression models, time series models, decision trees, random forests, and text analytics using additional support models and methods to analyze…"
